file_path,current_domain,layer,header_quality,role_text,v1_inferred_domain,v1_confidence,v2_inferred_domain,v2_confidence,v2_override,needs_split,evidence,notes
integrations/L6_drivers/knowledge_plane.py,integrations,L6 — Domain Driver,FULL,Knowledge plane models and registry,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=4 vs analytics=2,Needs manual review
logs/L3_adapters/export_bundle_adapter.py,logs,L3 — Boundary Adapter,FULL,Generate structured export bundles from incidents and traces,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: incidents=10 vs activity=10,Needs manual review
logs/L5_engines/alert_fatigue.py,logs,L5 — Domain Engine,FULL,Alert deduplication and fatigue control (Redis-backed),controls,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=7 vs incidents=7,MISPLACED: currently in logs
logs/L5_engines/alerts_facade.py,logs,L5 — Domain Engine,FULL,Alerts Facade - Centralized access to alert operations,policies,LOW,account,MEDIUM,YES,NO,phrase:tenant; code:tenant_,V2 OVERRIDE: policies -> account; MISPLACED in logs
logs/L5_engines/audit_durability.py,logs,L5 — Domain Engine,FULL,RAC durability enforcement before acknowledgment,AMBIGUOUS,LOW,logs,MEDIUM,YES,NO,phrase:audit; code:audit_,V2 OVERRIDE: AMBIGUOUS -> logs
logs/L5_engines/audit_evidence.py,logs,L5 — Domain Engine,FULL,Emit compliance-grade audit for MCP tool calls,logs,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: logs=7 vs activity=6,
logs/L5_engines/audit_ledger_service.py,logs,L5 — Domain Engine,FULL,Sync audit ledger writer for governance events (incidents),logs,HIGH,logs,HIGH,NO,NO,phrase:audit ledger; phrase:append-only; phrase:audit,
logs/L5_engines/audit_reconciler.py,logs,L5 — Domain Engine,FULL,Reconcile audit expectations against acknowledgments,logs,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: logs=7 vs activity=6,
logs/L5_engines/certificate.py,logs,L5 — Domain Engine,FULL,Cryptographic certificate generation for deterministic replay,analytics,MEDIUM,logs,HIGH,YES,NO,phrase:proof; phrase:audit; code:audit_,V2 OVERRIDE: analytics -> logs
logs/L5_engines/completeness_checker.py,logs,L5 — Domain Engine,FULL,Evidence PDF completeness validation for SOC2 compliance,logs,MEDIUM,logs,HIGH,NO,NO,phrase:completeness; code:evidence_; code:completeness,V2 confidence: MEDIUM -> HIGH
logs/L5_engines/compliance_facade.py,logs,L5 — Domain Engine,FULL,Compliance Facade - Centralized access to compliance operations,policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs policies=4,MISPLACED: currently in logs
logs/L5_engines/connectors_facade.py,logs,L5 — Domain Engine,FULL,Connectors Facade - Centralized access to connector operations,integrations,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs integrations=5,MISPLACED: currently in logs
logs/L5_engines/controls_facade.py,logs,L5 — Domain Engine,FULL,Controls Facade - Centralized access to control operations,controls,LOW,controls,HIGH,NO,NO,phrase:killswitch; phrase:control config; phrase:throttle; code:killswitch; code:circuit_breaker,V2 confidence: LOW -> HIGH
logs/L5_engines/datasources_facade.py,logs,L5 — Domain Engine,FULL,DataSources Facade - Centralized access to data source operations,AMBIGUOUS,LOW,account,MEDIUM,YES,NO,phrase:tenant; code:tenant_,V2 OVERRIDE: AMBIGUOUS -> account; MISPLACED in logs
logs/L5_engines/detection_facade.py,logs,L5 — Domain Engine,FULL,Detection Facade - Centralized access to anomaly detection operations,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: incidents=7 vs activity=6,Needs manual review
logs/L5_engines/durability.py,logs,L5 — Domain Engine,FULL,RAC durability enforcement before acknowledgment,AMBIGUOUS,LOW,logs,MEDIUM,YES,NO,phrase:audit; code:audit_,V2 OVERRIDE: AMBIGUOUS -> logs
logs/L5_engines/evidence_facade.py,logs,L5 — Domain Engine,FULL,Evidence Facade - Centralized access to evidence and export operations,logs,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs incidents=4,
logs/L5_engines/evidence_report.py,logs,L5 — Domain Engine,FULL,Evidence report generator - Legal-grade PDF export,logs,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: overview=15 vs logs=13,
logs/L5_engines/export_completeness_checker.py,logs,L5 — Domain Engine,FULL,Export completeness validation for SOC2 compliance,logs,MEDIUM,logs,HIGH,NO,NO,phrase:completeness; code:evidence_; code:completeness,V2 confidence: MEDIUM -> HIGH
logs/L5_engines/lifecycle_facade.py,logs,L5 — Domain Engine,FULL,Lifecycle Facade - Centralized access to lifecycle operations,activity,MEDIUM,activity,HIGH,NO,NO,phrase:run lifecycle; phrase:run; code:run_,V2 confidence: MEDIUM -> HIGH
logs/L5_engines/logs_facade.py,logs,L5 — Domain Engine,FULL,Logs domain facade - unified entry point for all logs operations,AMBIGUOUS,LOW,activity,HIGH,YES,NO,phrase:llm run; phrase:trace step; phrase:run; phrase:trace; code:run_,V2 OVERRIDE: AMBIGUOUS -> activity; MISPLACED in logs
logs/L5_engines/logs_read_engine.py,logs,L5 — Domain Engine,FULL,Logs/Traces domain read operations (L5),activity,MEDIUM,activity,HIGH,NO,NO,phrase:run; phrase:trace; code:trace_,V2 confidence: MEDIUM -> HIGH
logs/L5_engines/monitors_facade.py,logs,L5 — Domain Engine,FULL,Monitors Facade - Centralized access to monitoring operations,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs account=6,Needs manual review
logs/L5_engines/notifications_facade.py,logs,L5 — Domain Engine,FULL,Notifications Facade - Centralized access to notification operations,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs integrations=4,Needs manual review
logs/L5_engines/panel_response_assembler.py,logs,L5 — Domain Engine,FULL,Assemble final panel response envelope,AMBIGUOUS,LOW,integrations,MEDIUM,YES,NO,phrase:adapter; code:adapter_,V2 OVERRIDE: AMBIGUOUS -> integrations; MISPLACED in logs
logs/L5_engines/panel_slot_evaluator.py,logs,L5 — Domain Engine,FULL,Evaluate individual panel slots,AMBIGUOUS,LOW,incidents,MEDIUM,YES,NO,phrase:severity; phrase:incident,V2 OVERRIDE: AMBIGUOUS -> incidents; MISPLACED in logs
logs/L5_engines/pdf_renderer.py,logs,L5 — Domain Engine,FULL,Render export bundles to PDF format,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs overview=4,Needs manual review
logs/L5_engines/reconciler.py,logs,L5 — Domain Engine,FULL,Reconcile audit expectations against acknowledgments,logs,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: logs=7 vs activity=6,
logs/L5_engines/redact.py,logs,L5 — Domain Engine,FULL,Trace data redaction for security,activity,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs apis=4,MISPLACED: currently in logs
logs/L5_engines/replay_determinism.py,logs,L5 — Domain Engine,FULL,Replay determinism validation for LLM calls — CANONICAL DEFINITIONS,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: apis=5 vs policies=4,Needs manual review
logs/L5_engines/retrieval_facade.py,logs,L5 — Domain Engine,FULL,Retrieval Facade - Centralized access to mediated data retrieval,logs,LOW,AMBIGUOUS,LOW,NO,YES,Close: integrations=8 vs logs=7,
logs/L5_engines/retrieval_mediator.py,logs,L5 — Domain Engine,FULL,Unified mediation layer for all external data access,integrations,HIGH,integrations,HIGH,NO,NO,phrase:connector; phrase:external,MISPLACED: currently in logs
logs/L5_engines/scheduler_facade.py,logs,L5 — Domain Engine,FULL,Scheduler Facade - Centralized access to job scheduling operations,AMBIGUOUS,LOW,activity,HIGH,YES,NO,phrase:run history; phrase:run; code:run_,V2 OVERRIDE: AMBIGUOUS -> activity; MISPLACED in logs
logs/L5_engines/service.py,logs,L5 — Domain Engine,FULL,High-level credential service with validation and auditing,logs,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs logs=5,
logs/L5_engines/trace_facade.py,logs,L5 — Domain Engine,FULL,Trace Domain Facade - Centralized access to trace operations with RAC acks,activity,MEDIUM,activity,HIGH,NO,NO,phrase:run; phrase:trace; code:run_; code:trace_,V2 confidence: MEDIUM -> HIGH
logs/L5_engines/traces_metrics.py,logs,L5 — Domain Engine,FULL,Trace metrics collection (Prometheus),activity,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs account=6,MISPLACED: currently in logs
logs/L5_engines/traces_models.py,logs,L5 — Domain Engine,FULL,Trace data models (dataclasses),activity,MEDIUM,activity,HIGH,NO,NO,phrase:trace step; phrase:run; phrase:trace,V2 confidence: MEDIUM -> HIGH
logs/L5_schemas/audit_models.py,logs,L6 — Driver,PARTIAL,Runtime Audit Contract models,AMBIGUOUS,LOW,activity,HIGH,YES,NO,phrase:run; phrase:trace; code:run_,V2 OVERRIDE: AMBIGUOUS -> activity; MISPLACED in logs
logs/L5_schemas/models.py,logs,L5 — Domain Engine,PARTIAL,Runtime Audit Contract models,AMBIGUOUS,LOW,activity,HIGH,YES,NO,phrase:run; phrase:trace; code:run_,V2 OVERRIDE: AMBIGUOUS -> activity; MISPLACED in logs
logs/L6_drivers/audit_ledger_service_async.py,logs,L6 — Domain Driver,FULL,Async audit ledger writer for governance events,logs,HIGH,logs,HIGH,NO,NO,phrase:audit ledger; phrase:append-only; phrase:audit,
logs/L6_drivers/audit_store.py,logs,L6 — Domain Driver,FULL,Storage for audit expectations and acknowledgments,logs,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: logs=7 vs activity=6,
logs/L6_drivers/export_bundle_store.py,logs,L6 — Domain Driver,FULL,"Database operations for export bundle data (incidents, runs, traces)",activity,HIGH,activity,HIGH,NO,NO,phrase:run; phrase:trace,MISPLACED: currently in logs
logs/L6_drivers/idempotency.py,logs,L6 — Domain Driver,FULL,Trace idempotency enforcement (Redis + Lua scripts),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs account=6,Needs manual review
logs/L6_drivers/integrity.py,logs,L6 — Domain Driver,FULL,Integrity computation with separated concerns,AMBIGUOUS,LOW,logs,HIGH,YES,NO,phrase:evidence record; phrase:completeness; code:evidence_; code:completeness,V2 OVERRIDE: AMBIGUOUS -> logs
logs/L6_drivers/job_execution.py,logs,L6 — Domain Driver,FULL,"Job execution support services (retry, progress, audit)",AMBIGUOUS,LOW,logs,HIGH,YES,NO,phrase:audit trail; phrase:audit; code:audit_,V2 OVERRIDE: AMBIGUOUS -> logs
logs/L6_drivers/logs_domain_store.py,logs,L6 — Domain Driver,FULL,"Database operations for Logs domain (LLM runs, system records, audit ledger)",AMBIGUOUS,LOW,activity,HIGH,YES,NO,phrase:llm run; phrase:trace step; phrase:run; phrase:trace; code:run_,V2 OVERRIDE: AMBIGUOUS -> activity; MISPLACED in logs
logs/L6_drivers/panel_consistency_checker.py,logs,L6 — Domain Driver,FULL,Cross-slot consistency enforcement,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=1 vs incidents=1,Needs manual review
logs/L6_drivers/pg_store.py,logs,L6 — Domain Driver,FULL,PostgreSQL trace storage,activity,MEDIUM,activity,HIGH,NO,NO,phrase:trace step; phrase:run; phrase:trace; code:run_; code:trace_,V2 confidence: MEDIUM -> HIGH
logs/L6_drivers/replay.py,logs,L6 — Domain Driver,FULL,Trace replay execution,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs activity=4,Needs manual review
logs/L6_drivers/store.py,logs,L6 — Domain Driver,FULL,Storage for audit expectations and acknowledgments,logs,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: logs=7 vs activity=6,
logs/L6_drivers/traces_store.py,logs,L6 — Domain Driver,FULL,Trace store abstraction,activity,MEDIUM,activity,HIGH,NO,NO,phrase:run; phrase:trace; code:run_; code:trace_,V2 confidence: MEDIUM -> HIGH
overview/L5_engines/overview_facade.py,overview,L5 — Domain Engine,FULL,Overview Engine - Centralized access to overview domain operations,AMBIGUOUS,LOW,overview,HIGH,YES,NO,phrase:overview; phrase:snapshot; phrase:summary; code:overview_; code:snapshot,V2 OVERRIDE: AMBIGUOUS -> overview
overview/L6_drivers/overview_facade_driver.py,overview,L6 — Domain Driver,FULL,Overview Facade Driver - Pure data access for overview aggregation,AMBIGUOUS,LOW,activity,HIGH,YES,NO,phrase:llm run; phrase:worker run; phrase:run; code:run_; code:activity_,V2 OVERRIDE: AMBIGUOUS -> activity; MISPLACED in overview
policies/L5_controls/drivers/killswitch_read_driver.py,policies,L6 — Driver,FULL,Data access for killswitch read operations,controls,MEDIUM,incidents,HIGH,YES,NO,phrase:incident; phrase:guard; code:incident_,V2 OVERRIDE: controls -> incidents; MISPLACED in policies
policies/L5_controls/drivers/runtime_switch.py,policies,L5 — Domain Engine,FULL,Runtime toggle for governance enforcement (pure state logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: logs=5 vs policies=4,Needs manual review
policies/L5_controls/engines/customer_killswitch_read_engine.py,policies,L5 — Domain Engine,FULL,Customer killswitch read operations (L5 engine over L6 driver),controls,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: incidents=7 vs controls=5,MISPLACED: currently in policies
policies/L5_controls/engines/degraded_mode_checker.py,policies,L4 — Domain Engines,PARTIAL,Governance degraded mode checker with incident response,incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: incidents=9 vs logs=8,MISPLACED: currently in policies
policies/L5_engines/ast.py,policies,L5 — Domain Engine,FULL,"Policy DSL AST node definitions (immutable, typed)",policies,LOW,logs,HIGH,YES,NO,phrase:audit trail; phrase:audit,V2 OVERRIDE: policies -> logs; MISPLACED in policies
policies/L5_engines/audit_engine.py,policies,L8 — Catalyst / Verification,FULL,Audit Engine - verifies job execution against contract intent,logs,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: apis=10 vs activity=8,MISPLACED: currently in policies
policies/L5_engines/audit_evidence.py,policies,L5 — Domain Engine,FULL,Emit compliance-grade audit for MCP tool calls (pure logic),logs,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: logs=7 vs activity=6,MISPLACED: currently in policies
policies/L5_engines/authority_checker.py,policies,L5 — Domain Engine,FULL,Check override authority before policy enforcement,policies,MEDIUM,policies,MEDIUM,NO,NO,phrase:policy enforcement; code:policy_,
policies/L5_engines/billing_provider.py,policies,L5 — Domain Engine,FULL,Phase-6 BillingProvider protocol and MockBillingProvider,account,MEDIUM,account,HIGH,NO,NO,phrase:tenant; phrase:billing; code:tenant_; code:billing,V2 confidence: MEDIUM -> HIGH
policies/L5_engines/binding_moment_enforcer.py,policies,L5 — Domain Engine,FULL,Enforce binding moments - when policies are evaluated,AMBIGUOUS,LOW,activity,MEDIUM,YES,NO,phrase:run; code:run_,V2 OVERRIDE: AMBIGUOUS -> activity; MISPLACED in policies
policies/L5_engines/budget_enforcement_engine.py,policies,L4 — Domain Engine (System Truth),PARTIAL,Budget enforcement decision-making (domain logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs account=6,Needs manual review
policies/L5_engines/certificate.py,policies,L3 — Boundary Adapter (Console → Platform),PARTIAL,,UNKNOWN,LOW,logs,HIGH,YES,NO,phrase:proof; phrase:audit; code:audit_,V2 OVERRIDE: UNKNOWN -> logs; MISPLACED in policies
policies/L5_engines/claim_decision_engine.py,policies,L4 — Domain Engine (System Truth),PARTIAL,Domain engine for recovery claim decisions.,AMBIGUOUS,LOW,logs,LOW,NO,NO,,Needs manual review
policies/L5_engines/compiler_parser.py,policies,L5 — Domain Engine,FULL,Policy language parser,policies,LOW,policies,MEDIUM,NO,NO,code:policy_; code:rule_,V2 confidence: LOW -> MEDIUM
policies/L5_engines/constraint_checker.py,policies,L5 — Domain Engine,FULL,Enforce MonitorConfig inspection constraints before logging,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: overview=5 vs logs=3,Needs manual review
policies/L5_engines/content_accuracy.py,policies,L5 — Domain Engine,FULL,Policy content accuracy validation (pure logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: apis=4 vs general=2,Needs manual review
policies/L5_engines/contract_engine.py,policies,L5 — Domain Engine,FULL,Contract Engine - stateful contract state machine (pure business logic),logs,LOW,logs,HIGH,NO,NO,phrase:proof; phrase:audit; code:audit_,V2 confidence: LOW -> HIGH
policies/L5_engines/control_registry.py,policies,L5 — Domain Engine,FULL,SOC2 Trust Service Criteria control registry,controls,LOW,incidents,MEDIUM,YES,NO,phrase:incident; code:incident_,V2 OVERRIDE: controls -> incidents; MISPLACED in policies
policies/L5_engines/controls_facade.py,policies,L5 — Domain Engine,FULL,Controls Facade - Centralized access to control operations,controls,LOW,controls,HIGH,NO,NO,phrase:killswitch; phrase:control config; phrase:throttle; code:killswitch; code:circuit_breaker,V2 confidence: LOW -> HIGH
policies/L5_engines/cus_enforcement_service.py,policies,L5 — Domain Engine,FULL,Customer enforcement service - LLM integration policy enforcement,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=4 vs integrations=4,Needs manual review
policies/L5_engines/customer_policy_read_engine.py,policies,L5 — Domain Engine,FULL,Customer policy domain read operations with business logic (pure logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=8 vs policies=6,Needs manual review
policies/L5_engines/dag_sorter.py,policies,L5 — Domain Engine,FULL,Policy DAG topological sorting (pure algorithm),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=5 vs general=3,Needs manual review
policies/L5_engines/decisions.py,policies,L5 — Domain Engine,FULL,Phase-7 Decision enum and result types,AMBIGUOUS,LOW,controls,HIGH,YES,NO,phrase:rate limit; phrase:cost limit; phrase:throttle; code:throttle,V2 OVERRIDE: AMBIGUOUS -> controls; MISPLACED in policies
policies/L5_engines/decorator.py,policies,L5 — Domain Engine,FULL,Optional ergonomic decorator over ExecutionKernel,AMBIGUOUS,LOW,account,MEDIUM,YES,NO,phrase:tenant; code:tenant_,V2 OVERRIDE: AMBIGUOUS -> account; MISPLACED in policies
policies/L5_engines/degraded_mode.py,policies,L5 — Domain Engine,FULL,Degraded mode for governance system (pure state logic),logs,LOW,activity,MEDIUM,YES,NO,phrase:run; code:run_,V2 OVERRIDE: logs -> activity; MISPLACED in policies
policies/L5_engines/deterministic_engine.py,policies,L5 — Domain Engine,FULL,Deterministic policy execution engine,policies,LOW,logs,MEDIUM,YES,NO,phrase:audit trail; phrase:audit,V2 OVERRIDE: policies -> logs; MISPLACED in policies
policies/L5_engines/dsl_parser.py,policies,L5 — Domain Engine,FULL,Policy DSL text parser (DSL → AST) - pure parsing,policies,LOW,apis,MEDIUM,YES,NO,phrase:scope; code:scope_,V2 OVERRIDE: policies -> apis; MISPLACED in policies
policies/L5_engines/eligibility_engine.py,policies,L5 — Domain Engine,FULL,"Eligibility Engine - pure rules, deterministic gating",policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: apis=6 vs general=5,
policies/L5_engines/engine.py,policies,L5 — Domain Engine,FULL,Policy rule evaluation engine,policies,MEDIUM,policies,HIGH,NO,NO,phrase:policy evaluation; phrase:policy rule; phrase:policy version; code:policy_; code:rule_,V2 confidence: MEDIUM -> HIGH
policies/L5_engines/fatigue_controller.py,policies,L5 — Domain Engine,FULL,"Alert fatigue management (pure logic, no DB access)",logs,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs controls=5,MISPLACED: currently in policies
policies/L5_engines/folds.py,policies,L5 — Domain Engine,FULL,Policy constant folding optimizations (pure logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=5 vs activity=4,Needs manual review
policies/L5_engines/governance_facade.py,policies,L6 — Driver,FULL,Governance Facade - Centralized access to governance control operations,controls,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=6 vs general=5,MISPLACED: currently in policies
policies/L5_engines/governance_orchestrator.py,policies,L5 — Domain Engine,FULL,Governance Orchestrator - orchestrates contract execution,general,HIGH,general,HIGH,NO,NO,phrase:governance orchestrat; phrase:orchestrator,MISPLACED: currently in policies
policies/L5_engines/grammar.py,policies,L5 — Domain Engine,FULL,Policy language grammar definitions (pure definitions),policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=6 vs apis=4,
policies/L5_engines/hallucination_detector.py,policies,L5 — Domain Engine,FULL,Detect potential hallucinations in LLM outputs (non-blocking),AMBIGUOUS,LOW,incidents,HIGH,YES,NO,phrase:severity; phrase:incident; code:incident_; code:severity_,V2 OVERRIDE: AMBIGUOUS -> incidents; MISPLACED in policies
policies/L5_engines/intent.py,policies,L5 — Domain Engine,FULL,Policy intent model and declaration,policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: logs=5 vs activity=4,
policies/L5_engines/interpreter.py,policies,L5 — Domain Engine,FULL,Policy DSL Interpreter (pure IR evaluation),policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=4 vs general=2,
policies/L5_engines/ir_builder.py,policies,L5 — Domain Engine,FULL,Policy intermediate representation builder,policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=6 vs activity=4,
policies/L5_engines/ir_compiler.py,policies,L5 — Domain Engine,FULL,Policy DSL IR Compiler (AST → bytecode) - pure compilation logic,AMBIGUOUS,LOW,logs,MEDIUM,YES,NO,phrase:audit,V2 OVERRIDE: AMBIGUOUS -> logs; MISPLACED in policies
policies/L5_engines/ir_nodes.py,policies,L5 — Domain Engine,FULL,Policy IR node definitions (pure data structures),policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=5 vs activity=4,
policies/L5_engines/job_executor.py,policies,L5 — Execution & Workers,FULL,Job Executor - executes job steps and emits evidence,logs,LOW,AMBIGUOUS,LOW,NO,YES,Close: logs=5 vs apis=4,MISPLACED: currently in policies
policies/L5_engines/kernel.py,policies,L5 — Domain Engine,FULL,Mandatory execution kernel - single choke point for all EXECUTE power,AMBIGUOUS,LOW,logs,MEDIUM,YES,NO,phrase:audit,V2 OVERRIDE: AMBIGUOUS -> logs; MISPLACED in policies
policies/L5_engines/keys_shim.py,policies,L4 — Domain Engine (DEPRECATED SHIM),FULL,API Keys domain operations — delegates to L6 driver,apis,HIGH,apis,HIGH,NO,NO,phrase:api key; phrase:key,MISPLACED: currently in policies
policies/L5_engines/kill_switch.py,policies,L5 — Domain Engine,FULL,Runtime kill switch for governance bypass (pure state logic),activity,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: general=5 vs controls=5,MISPLACED: currently in policies
policies/L5_engines/limits.py,policies,L5 — Domain Engine,FULL,"Phase-6 Limits derivation (code only, not stored)",controls,LOW,apis,MEDIUM,YES,NO,phrase:key,V2 OVERRIDE: controls -> apis; MISPLACED in policies
policies/L5_engines/limits_facade.py,policies,L5 — Domain Engine,FULL,Limits Facade - Centralized access to rate limits and quotas,controls,HIGH,controls,HIGH,NO,NO,phrase:rate limit; phrase:quota,MISPLACED: currently in policies
policies/L5_engines/limits_simulation_service.py,policies,L5 — Domain Engine,FULL,Limits simulation service - pre-execution limit checks,controls,LOW,account,MEDIUM,YES,NO,phrase:tenant,V2 OVERRIDE: controls -> account; MISPLACED in policies
policies/L5_engines/llm_policy_engine.py,policies,L5 — Domain Engine,FULL,LLM policy and safety limits enforcement (pure logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs controls=5,Needs manual review
policies/L5_engines/mapper.py,policies,L5 — Domain Engine,FULL,Map incidents to relevant SOC2 controls,incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: incidents=10 vs activity=10,MISPLACED: currently in policies
policies/L5_engines/mcp_connector.py,policies,L5 — Domain Engine,FULL,Model Context Protocol (MCP) tool invocation with governance,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=7 vs integrations=5,Needs manual review
policies/L5_engines/nodes.py,policies,L5 — Domain Engine,FULL,Policy AST node definitions (pure data structures),policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=6 vs activity=4,
policies/L5_engines/phase_status_invariants.py,policies,L5 — Domain Engine,FULL,Phase-status invariant enforcement from GovernanceConfig,controls,LOW,activity,MEDIUM,YES,NO,phrase:run,V2 OVERRIDE: controls -> activity; MISPLACED in policies
policies/L5_engines/plan.py,policies,L5 — Domain Engine,FULL,"Phase-6 Plan model (abstract, no DB persistence)",AMBIGUOUS,LOW,account,MEDIUM,YES,NO,phrase:tenant,V2 OVERRIDE: AMBIGUOUS -> account; MISPLACED in policies
policies/L5_engines/plan_generation_engine.py,policies,L4 — Domain Engine (System Truth),PARTIAL,Plan generation (domain logic),logs,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=4 vs controls=3,MISPLACED: currently in policies
policies/L5_engines/policies_facade.py,policies,L5 — Domain Engine,FULL,Policies facade - unified entry point for policy management,policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=4 vs overview=4,
policies/L5_engines/policies_limits_query_engine.py,policies,L5 — Domain Engine,FULL,Limits query engine - read-only operations for limits,controls,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=6 vs overview=4,MISPLACED: currently in policies
policies/L5_engines/policies_proposals_query_engine.py,policies,L5 — Domain Engine,FULL,Proposals query engine - read-only operations for policy proposals list,policies,MEDIUM,policies,MEDIUM,NO,NO,phrase:policy proposal; code:policy_,
policies/L5_engines/policies_rules_query_engine.py,policies,L5 — Domain Engine,FULL,Policy rules query engine - read-only operations for policy rules,policies,MEDIUM,policies,HIGH,NO,NO,phrase:policy rule; code:policy_; code:rule_,V2 confidence: MEDIUM -> HIGH
policies/L5_engines/policy_command.py,policies,L4 — Domain Engine (Command Facade),PARTIAL,Policy evaluation and decision authority,policies,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: policies=7 vs analytics=7,
policies/L5_engines/policy_conflict_resolver.py,policies,L5 — Domain Engine,FULL,Resolve conflicts when multiple policies trigger different actions (pure logic),logs,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs incidents=5,MISPLACED: currently in policies
policies/L5_engines/policy_driver.py,policies,L5 — Domain Engine,FULL,Policy Domain Driver - Internal orchestration for policy operations,AMBIGUOUS,LOW,policies,HIGH,YES,NO,phrase:policy evaluation; phrase:policy version; code:policy_; code:policyengine; code:policydriver,V2 OVERRIDE: AMBIGUOUS -> policies
policies/L5_engines/policy_graph_engine.py,policies,L5 — Domain Engine,FULL,Policy conflict detection and dependency graph computation,AMBIGUOUS,LOW,controls,HIGH,YES,NO,phrase:rate limit; phrase:quota; phrase:budget; code:quota; code:limit_,V2 OVERRIDE: AMBIGUOUS -> controls; MISPLACED in policies
policies/L5_engines/policy_limits_engine.py,policies,L5 — Domain Engine,FULL,Policy limits CRUD engine (PIN-LIM-01) - pure business logic,AMBIGUOUS,LOW,logs,HIGH,YES,NO,phrase:audit; code:audit_; code:ledger,V2 OVERRIDE: AMBIGUOUS -> logs; MISPLACED in policies
policies/L5_engines/policy_mapper.py,policies,L5 — Domain Engine,FULL,Map MCP tool invocations to policy gates,policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=7 vs account=6,
policies/L5_engines/policy_models.py,policies,L5 — Domain Engine,FULL,Policy domain models and types,policies,LOW,policies,HIGH,NO,NO,phrase:policy definition; phrase:policy evaluation; code:rule_,V2 confidence: LOW -> HIGH
policies/L5_engines/policy_proposal_engine.py,policies,L5 — Domain Engine,FULL,Policy proposal lifecycle engine - manages proposal state machine,policies,MEDIUM,policies,HIGH,NO,NO,phrase:policy proposal; phrase:policy rule; code:policy_; code:rule_; code:proposal_,V2 confidence: MEDIUM -> HIGH
