domain,method,path,operation_id,summary,tags,auth_required,auth_schemes,request_schema,response_schema
predictions,GET,/hoc/api/cus/predictions/subject/{subject_type}/{subject_id},get_predictions_for_subject,Get all predictions for a specific subject (PB-S5).,"predictions,pb-s5,read-only",unknown,,,
predictions,GET,/hoc/api/cus/predictions/{prediction_id},get_prediction,Get detailed prediction by ID (PB-S5).,"predictions,pb-s5,read-only",unknown,,,PredictionDetailResponse
rate-limits,GET,/hoc/api/cus/rate-limits,list_limits,List limits (GAP-122).,Rate Limits,unknown,,,"Dict[str, Any]"
rate-limits,POST,/hoc/api/cus/rate-limits/check,check_limit,Check if a limit allows an operation.,Rate Limits,unknown,,,"Dict[str, Any]"
rate-limits,GET,/hoc/api/cus/rate-limits/usage,get_usage,Get current usage summary.,Rate Limits,unknown,,,"Dict[str, Any]"
rate-limits,GET,/hoc/api/cus/rate-limits/{limit_id},get_limit,Get a specific limit.,Rate Limits,unknown,,,"Dict[str, Any]"
rate-limits,PUT,/hoc/api/cus/rate-limits/{limit_id},update_limit,Update a limit configuration.,Rate Limits,unknown,,,"Dict[str, Any]"
rate-limits,POST,/hoc/api/cus/rate-limits/{limit_id}/reset,reset_limit,Reset a limit's usage counter.,Rate Limits,unknown,,,"Dict[str, Any]"
rbac,GET,/hoc/api/cus/rbac/audit,query_audit_logs,Query RBAC audit logs.,rbac,unknown,,,AuditResponse
rbac,POST,/hoc/api/cus/rbac/audit/cleanup,cleanup_audit_logs,Clean up old audit logs.,rbac,unknown,,,
rbac,GET,/hoc/api/cus/rbac/info,get_policy_info,Get current RBAC policy information.,rbac,unknown,,,PolicyInfoResponse
rbac,GET,/hoc/api/cus/rbac/matrix,get_permission_matrix,Get current permission matrix.,rbac,unknown,,,
rbac,POST,/hoc/api/cus/rbac/reload,reload_policies,Hot-reload RBAC policies from file.,rbac,unknown,,,ReloadResponse
replay,GET,/hoc/api/cus/replay/{incident_id}/explain/{item_id},explain_replay_item,Get detailed explanation for a single replay item.,replay,unknown,,,
replay,GET,/hoc/api/cus/replay/{incident_id}/slice,get_replay_slice,Get time-windowed replay slice of an incident.,replay,unknown,,,ReplaySliceResponse
replay,GET,/hoc/api/cus/replay/{incident_id}/summary,get_incident_summary,Get incident summary for replay context.,replay,unknown,,,IncidentSummaryResponse
replay,GET,/hoc/api/cus/replay/{incident_id}/timeline,get_replay_timeline,Get full timeline for an incident (unpaginated for scrubbing UI).,replay,unknown,,,
retrieval,POST,/hoc/api/cus/retrieval/access,access_data,Mediated data access (GAP-094).,Retrieval,unknown,,,"Dict[str, Any]"
runs,GET,/hoc/api/cus/runs,list_runs,List runs for the current tenant.,Tenants & API Keys,unknown,,,List[RunHistoryItem]
runtime,GET,/hoc/api/cus/runtime/capabilities,get_capabilities,Get available capabilities for an agent/tenant.,runtime,unknown,,,CapabilitiesResponse
runtime,POST,/hoc/api/cus/runtime/query,query_runtime,Query runtime state.,runtime,unknown,,,QueryResponse
runtime,POST,/hoc/api/cus/runtime/replay/{run_id},replay_run,Replay a stored plan and optionally verify determinism parity.,runtime,unknown,,,ReplayResponse
runtime,GET,/hoc/api/cus/runtime/resource-contract/{resource_id},get_resource_contract,Get resource contract for a specific resource.,runtime,unknown,,,
runtime,POST,/hoc/api/cus/runtime/simulate,simulate_plan,Simulate a plan before execution.,runtime,unknown,,,SimulateResponse
runtime,GET,/hoc/api/cus/runtime/skills,list_available_skills,List all available skills.,runtime,unknown,,,SkillListResponse
runtime,GET,/hoc/api/cus/runtime/skills/{skill_id},describe_skill,Get detailed descriptor for a skill.,runtime,unknown,,,SkillDescriptorResponse
runtime,GET,/hoc/api/cus/runtime/traces,list_traces,List stored traces for a tenant.,runtime,unknown,,,
runtime,GET,/hoc/api/cus/runtime/traces/{run_id},get_trace,Get a specific trace by run ID.,runtime,unknown,,,
scenarios,GET,/hoc/api/cus/scenarios,list_scenarios,List all available scenarios.,scenarios,unknown,,,List[ScenarioResponse]
scenarios,POST,/hoc/api/cus/scenarios,create_scenario,Create a new scenario.,scenarios,unknown,,,ScenarioResponse
scenarios,GET,/hoc/api/cus/scenarios/info/immutability,get_immutability_info,Get information about the immutability guarantees.,scenarios,unknown,,,
scenarios,POST,/hoc/api/cus/scenarios/simulate-adhoc,simulate_adhoc,Run ad-hoc simulation without saving scenario.,scenarios,unknown,,,SimulationResult
scenarios,GET,/hoc/api/cus/scenarios/{scenario_id},get_scenario,Get a specific scenario by ID.,scenarios,unknown,,,ScenarioResponse
scenarios,DELETE,/hoc/api/cus/scenarios/{scenario_id},delete_scenario,Delete a scenario.,scenarios,unknown,,,
scenarios,POST,/hoc/api/cus/scenarios/{scenario_id}/simulate,simulate_scenario,Run simulation for a saved scenario.,scenarios,unknown,,,SimulationResult
scheduler,GET,/hoc/api/cus/scheduler/jobs,list_jobs,List scheduled jobs.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,POST,/hoc/api/cus/scheduler/jobs,create_job,Create a scheduled job (GAP-112).,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,GET,/hoc/api/cus/scheduler/jobs/{job_id},get_job,Get a specific scheduled job.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,PUT,/hoc/api/cus/scheduler/jobs/{job_id},update_job,Update a scheduled job.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,DELETE,/hoc/api/cus/scheduler/jobs/{job_id},delete_job,Delete a scheduled job.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,POST,/hoc/api/cus/scheduler/jobs/{job_id}/pause,pause_job,Pause a scheduled job.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,POST,/hoc/api/cus/scheduler/jobs/{job_id}/resume,resume_job,Resume a paused job.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,GET,/hoc/api/cus/scheduler/jobs/{job_id}/runs,list_job_runs,List job run history.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,POST,/hoc/api/cus/scheduler/jobs/{job_id}/trigger,trigger_job,Trigger a job to run immediately.,Scheduler,unknown,,,"Dict[str, Any]"
scheduler,GET,/hoc/api/cus/scheduler/runs/{run_id},get_run,Get a specific job run.,Scheduler,unknown,,,"Dict[str, Any]"
session,GET,/hoc/api/cus/session/context,get_session_context,Get verified session context for the current authenticated user.,Session,unknown,,,
status_history,GET,/hoc/api/cus/status_history,query_status_history,Query status history with filters.,status_history,unknown,,,StatusHistoryListResponse
status_history,GET,/hoc/api/cus/status_history/download/{export_id},download_export,Download an exported file using signed URL.,status_history,unknown,,,
status_history,GET,/hoc/api/cus/status_history/entity/{entity_type}/{entity_id},get_entity_history,Get complete status history for a specific entity.,status_history,unknown,,,StatusHistoryListResponse
status_history,POST,/hoc/api/cus/status_history/export,create_export,Create an export of status history records.,status_history,unknown,,,ExportResponse
status_history,GET,/hoc/api/cus/status_history/stats,get_stats,Get statistics about status history records.,status_history,unknown,,,StatsResponse
telemetry,GET,/hoc/api/cus/telemetry/daily-aggregates,get_daily_aggregates,Get daily aggregated usage for charts.,Customer Telemetry,unknown,,,
telemetry,POST,/hoc/api/cus/telemetry/llm-usage,ingest_llm_usage,Ingest a single LLM usage telemetry record.,Customer Telemetry,unknown,,,
telemetry,POST,/hoc/api/cus/telemetry/llm-usage/batch,ingest_llm_usage_batch,Ingest a batch of LLM usage telemetry records.,Customer Telemetry,unknown,,,
telemetry,GET,/hoc/api/cus/telemetry/usage-history,get_usage_history,Get detailed usage history records.,Customer Telemetry,unknown,,,
telemetry,GET,/hoc/api/cus/telemetry/usage-summary,get_usage_summary,Get aggregated usage summary for dashboard.,Customer Telemetry,unknown,,,
tenant,GET,/hoc/api/cus/tenant,get_current_tenant,Get information about the current tenant (from API key).,Tenants & API Keys,unknown,,,TenantResponse
tenant,GET,/hoc/api/cus/tenant/api-keys,list_api_keys,List all API keys for the current tenant.,API Keys (Write),unknown,,,List[APIKeyResponse]
tenant,POST,/hoc/api/cus/tenant/api-keys,create_api_key,Create a new API key for the current tenant.,API Keys (Write),unknown,,,APIKeyCreatedResponse
tenant,DELETE,/hoc/api/cus/tenant/api-keys/{key_id},revoke_api_key,Revoke an API key.,API Keys (Write),unknown,,,
tenant,GET,/hoc/api/cus/tenant/health,tenant_health,Health check for tenant system.,Tenants & API Keys,unknown,,,
tenant,GET,/hoc/api/cus/tenant/quota/runs,check_run_quota,Check if the tenant can create a new run.,Tenants & API Keys,unknown,,,QuotaCheckResponse
tenant,GET,/hoc/api/cus/tenant/quota/tokens,check_token_quota,Check if the tenant has token budget for an operation.,Tenants & API Keys,unknown,,,QuotaCheckResponse
tenant,GET,/hoc/api/cus/tenant/usage,get_tenant_usage,Get usage summary for the current tenant.,Tenants & API Keys,unknown,,,UsageSummaryResponse
traces,GET,/hoc/api/cus/traces,list_traces,List and search traces with optional filters.,traces,unknown,,,TraceListResponse
traces,POST,/hoc/api/cus/traces,store_trace,Store a client-provided trace.,traces,unknown,,,
traces,GET,/hoc/api/cus/traces/by-hash/{root_hash},get_trace_by_hash,Get a trace by its deterministic root hash.,traces,unknown,,,TraceDetailResponse
traces,POST,/hoc/api/cus/traces/cleanup,cleanup_old_traces,Delete traces older than specified number of days.,traces,unknown,,,
traces,GET,/hoc/api/cus/traces/compare/{run_id1}/{run_id2},compare_traces,Compare two traces for deterministic equality.,traces,unknown,,,TraceCompareResponse
traces,GET,/hoc/api/cus/traces/idempotency/{idempotency_key},check_idempotency,Check if an idempotency key has been executed.,traces,unknown,,,
traces,GET,/hoc/api/cus/traces/mismatches,list_all_mismatches,List all trace mismatches across the system.,traces,unknown,,,
traces,POST,/hoc/api/cus/traces/mismatches/bulk-report,bulk_report_mismatches,Create a single GitHub issue for multiple mismatches.,traces,unknown,,,
traces,GET,/hoc/api/cus/traces/{run_id},get_trace,Get a complete trace by run ID.,traces,unknown,,,TraceDetailResponse
traces,DELETE,/hoc/api/cus/traces/{run_id},delete_trace,Delete a trace by run ID.,traces,unknown,,,
traces,POST,/hoc/api/cus/traces/{trace_id}/mismatch,report_mismatch,Report a replay mismatch for operator review.,traces,unknown,,,MismatchResponse
traces,GET,/hoc/api/cus/traces/{trace_id}/mismatches,list_trace_mismatches,List all mismatches reported for a trace.,traces,unknown,,,
traces,POST,/hoc/api/cus/traces/{trace_id}/mismatches/{mismatch_id}/resolve,resolve_mismatch,Mark a mismatch as resolved.,traces,unknown,,,
v1,GET,/hoc/api/cus/v1/calls/{call_id},get_call,Get single call truth.,KillSwitch,unknown,,,ProxyCallDetail
v1,POST,/hoc/api/cus/v1/chat/completions,chat_completions,OpenAI-compatible chat completions endpoint.,OpenAI Proxy,unknown,,,ChatCompletionResponse
v1,POST,/hoc/api/cus/v1/embeddings,embeddings,OpenAI-compatible embeddings endpoint.,OpenAI Proxy,unknown,,,EmbeddingResponse
v1,GET,/hoc/api/cus/v1/incidents,list_incidents,List incidents (auto-grouped failures).,KillSwitch,unknown,,,List[IncidentSummary]
v1,GET,/hoc/api/cus/v1/incidents/{incident_id},get_incident,Get incident detail with timeline.,KillSwitch,unknown,,,IncidentDetail
v1,POST,/hoc/api/cus/v1/killswitch/key,freeze_key,Kill a single API key.,KillSwitch,unknown,,,KillSwitchStatus
v1,DELETE,/hoc/api/cus/v1/killswitch/key,unfreeze_key,Unfreeze an API key.,KillSwitch,unknown,,,KillSwitchStatus
v1,GET,/hoc/api/cus/v1/killswitch/status,get_killswitch_status,Get complete kill switch status for a tenant.,KillSwitch,unknown,,,"Dict[str, Any]"
v1,POST,/hoc/api/cus/v1/killswitch/tenant,freeze_tenant,Hard stop everything for a tenant.,KillSwitch,unknown,,,KillSwitchStatus
v1,DELETE,/hoc/api/cus/v1/killswitch/tenant,unfreeze_tenant,Unfreeze a tenant.,KillSwitch,unknown,,,KillSwitchStatus
v1,GET,/hoc/api/cus/v1/policies/active,get_active_policies,"Get active guardrails - ""What's protecting me right now?""",KillSwitch,unknown,,,List[GuardrailSummary]
v1,POST,/hoc/api/cus/v1/replay/{call_id},replay_call,REPLAY PROVES ENFORCEMENT,KillSwitch,unknown,,,ReplayResult
v1,GET,/hoc/api/cus/v1/status,proxy_status,Protection status endpoint - the pulse of your safety net.,OpenAI Proxy,unknown,,,
workers,GET,/hoc/api/cus/workers,list_workers,List all available workers.,Tenants & API Keys,unknown,,,List[WorkerSummaryResponse]
workers,GET,/hoc/api/cus/workers/available,list_available_workers_for_tenant,List workers available to the current tenant with their configurations.,Tenants & API Keys,unknown,,,List[dict]
workers,GET,/hoc/api/cus/workers/business-builder/events/{run_id},get_run_events,Get all events for a run (non-streaming).,Workers,unknown,,,
workers,GET,/hoc/api/cus/workers/business-builder/health,worker_health,Health check for Business Builder Worker.,Workers,unknown,,,
workers,POST,/hoc/api/cus/workers/business-builder/replay,replay_execution_endpoint,Replay a previous execution using Golden Replay (M4).,Workers,unknown,,,WorkerRunResponse
workers,POST,/hoc/api/cus/workers/business-builder/run,run_worker,Execute the Business Builder Worker.,Workers,unknown,,,WorkerRunResponse
workers,POST,/hoc/api/cus/workers/business-builder/run-streaming,run_worker_streaming,Execute the Business Builder Worker with real-time event streaming.,Workers,unknown,,,WorkerRunResponse
workers,GET,/hoc/api/cus/workers/business-builder/runs,list_runs,List recent worker runs.,Workers,unknown,,,RunListResponse
workers,GET,/hoc/api/cus/workers/business-builder/runs/{run_id},get_run,Get details of a worker run.,Workers,unknown,,,WorkerRunResponse
workers,DELETE,/hoc/api/cus/workers/business-builder/runs/{run_id},delete_run,Delete a run from storage.,Workers,unknown,,,
workers,POST,/hoc/api/cus/workers/business-builder/runs/{run_id}/retry,retry_run,Retry a completed or failed run - Phase-2.5.,Workers,unknown,,,RunRetryResponse
workers,GET,/hoc/api/cus/workers/business-builder/schema/brand,get_brand_schema,Get the JSON schema for BrandRequest.,Workers,unknown,,,
workers,GET,/hoc/api/cus/workers/business-builder/schema/run,get_run_schema,Get the JSON schema for WorkerRunRequest.,Workers,unknown,,,
workers,GET,/hoc/api/cus/workers/business-builder/stream/{run_id},stream_run_events,Stream real-time events for a worker run via Server-Sent Events (SSE).,Workers,unknown,,,
workers,POST,/hoc/api/cus/workers/business-builder/validate-brand,validate_brand,Validate a brand schema without executing the worker.,Workers,unknown,,,BrandValidationResponse
workers,GET,/hoc/api/cus/workers/{worker_id},get_worker_details,Get detailed information about a specific worker.,Tenants & API Keys,unknown,,,WorkerDetailResponse
workers,GET,/hoc/api/cus/workers/{worker_id}/config,get_worker_config,Get the effective configuration for a worker (tenant overrides merged with defaults).,Tenants & API Keys,unknown,,,WorkerConfigResponse
workers,PUT,/hoc/api/cus/workers/{worker_id}/config,set_worker_config,Set tenant-specific configuration for a worker.,Tenants & API Keys,unknown,,,WorkerConfigResponse
