Domain,Subdomain,Topic,Topic ID,Panel ID,Panel Name,Order,Ranking Dimension,Nav Required,Filtering,Selection Mode,Read,Download,Write,Write Action,Activate,Activate Action,Action Layer,Confirmation Required,Control Set (Explicit),Visible by Default,Replay,Notes,row_uid,action_intent,candidate_capability_id,candidate_operator,candidate_adapter,cap_risk_flags,cap_confidence,cap_l2_1_aligned,mode_match,scope_match,bulk_match,authority_match,replay_match,latency_risk,binding_status,binding_notes,crosswalk_adapter,crosswalk_operator,crosswalk_layer_route,crosswalk_side_effects
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,READ,CAP-INC-EXPORT,export_incident_evidence(),(direct in guard.py),HIGH LATENCY,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,HIGH,SAFE,High latency risk; Partial L2.1 alignment,(direct),export_incident_evidence(),L2_1,Generates PDF
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,DOWNLOAD,CAP-INC-LIST,list_incidents(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,YES,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,list_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,DOWNLOAD,CAP-INC-GET,get_incident(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,NO,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,get_incident(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,DOWNLOAD,CAP-INC-ACK,acknowledge_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; IDEMPOTENCY UNCLEAR,MEDIUM,YES,NO,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,acknowledge_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,DOWNLOAD,CAP-INC-RESOLVE,resolve_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; NOTES PERSISTENCE UNCLEAR,MEDIUM,YES,NO,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,resolve_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,DOWNLOAD,CAP-INC-SEARCH,search_incidents(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,YES,PARTIAL,YES,YES,YES,MEDIUM,SAFE,Partial L2.1 alignment,(direct),search_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,DOWNLOAD,CAP-INC-TIMELINE,get_decision_timeline(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,MEDIUM,SAFE,Partial L2.1 alignment,(direct),get_decision_timeline(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,DOWNLOAD,CAP-INC-NARRATIVE,get_customer_incident_narrative(),(direct in guard.py),M29 Calm Vocabulary,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,LOW,SAFE,Partial L2.1 alignment,(direct),get_customer_incident_narrative(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,DOWNLOAD,CAP-INC-EXPORT,export_incident_evidence(),(direct in guard.py),HIGH LATENCY,HIGH,PARTIAL,YES,PARTIAL,NO,YES,YES,HIGH,SAFE,High latency risk; Partial L2.1 alignment,(direct),export_incident_evidence(),L2_1,Generates PDF
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,WRITE:ADD_NOTE,CAP-INC-LIST,list_incidents(),CustomerIncidentsAdapter,,HIGH,YES,NO,YES,YES,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE),CustomerIncidentsAdapter,list_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,WRITE:ADD_NOTE,CAP-INC-GET,get_incident(),CustomerIncidentsAdapter,,HIGH,YES,NO,YES,NO,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE),CustomerIncidentsAdapter,get_incident(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,WRITE:ADD_NOTE,CAP-INC-ACK,acknowledge_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; IDEMPOTENCY UNCLEAR,MEDIUM,YES,YES,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,acknowledge_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,WRITE:ADD_NOTE,CAP-INC-RESOLVE,resolve_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; NOTES PERSISTENCE UNCLEAR,MEDIUM,YES,YES,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,resolve_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,WRITE:ADD_NOTE,CAP-INC-SEARCH,search_incidents(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,NO,PARTIAL,YES,YES,YES,MEDIUM,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),search_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,WRITE:ADD_NOTE,CAP-INC-TIMELINE,get_decision_timeline(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,MEDIUM,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),get_decision_timeline(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,WRITE:ADD_NOTE,CAP-INC-NARRATIVE,get_customer_incident_narrative(),(direct in guard.py),M29 Calm Vocabulary,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),get_customer_incident_narrative(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,WRITE:ADD_NOTE,CAP-INC-EXPORT,export_incident_evidence(),(direct in guard.py),HIGH LATENCY,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,HIGH,QUESTIONABLE,Mode mismatch (READ vs WRITE); High latency risk; Partial L2.1 alignment,(direct),export_incident_evidence(),L2_1,Generates PDF
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:ACKNOWLEDGE,CAP-INC-LIST,list_incidents(),CustomerIncidentsAdapter,,HIGH,YES,NO,YES,YES,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE),CustomerIncidentsAdapter,list_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:ACKNOWLEDGE,CAP-INC-GET,get_incident(),CustomerIncidentsAdapter,,HIGH,YES,NO,YES,NO,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE),CustomerIncidentsAdapter,get_incident(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:ACKNOWLEDGE,CAP-INC-ACK,acknowledge_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; IDEMPOTENCY UNCLEAR,MEDIUM,YES,YES,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,acknowledge_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:ACKNOWLEDGE,CAP-INC-RESOLVE,resolve_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; NOTES PERSISTENCE UNCLEAR,MEDIUM,YES,YES,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,resolve_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:ACKNOWLEDGE,CAP-INC-SEARCH,search_incidents(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,NO,PARTIAL,YES,YES,YES,MEDIUM,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),search_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:ACKNOWLEDGE,CAP-INC-TIMELINE,get_decision_timeline(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,MEDIUM,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),get_decision_timeline(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:ACKNOWLEDGE,CAP-INC-NARRATIVE,get_customer_incident_narrative(),(direct in guard.py),M29 Calm Vocabulary,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),get_customer_incident_narrative(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:ACKNOWLEDGE,CAP-INC-EXPORT,export_incident_evidence(),(direct in guard.py),HIGH LATENCY,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,HIGH,QUESTIONABLE,Mode mismatch (READ vs WRITE); High latency risk; Partial L2.1 alignment,(direct),export_incident_evidence(),L2_1,Generates PDF
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:RESOLVE,CAP-INC-LIST,list_incidents(),CustomerIncidentsAdapter,,HIGH,YES,NO,YES,YES,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE),CustomerIncidentsAdapter,list_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:RESOLVE,CAP-INC-GET,get_incident(),CustomerIncidentsAdapter,,HIGH,YES,NO,YES,NO,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE),CustomerIncidentsAdapter,get_incident(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:RESOLVE,CAP-INC-ACK,acknowledge_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; IDEMPOTENCY UNCLEAR,MEDIUM,YES,YES,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,acknowledge_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:RESOLVE,CAP-INC-RESOLVE,resolve_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; NOTES PERSISTENCE UNCLEAR,MEDIUM,YES,YES,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,resolve_incident(),GC_L,Creates IncidentEvent
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:RESOLVE,CAP-INC-SEARCH,search_incidents(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,NO,PARTIAL,YES,YES,YES,MEDIUM,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),search_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:RESOLVE,CAP-INC-TIMELINE,get_decision_timeline(),(direct in guard.py),Should add to seed,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,MEDIUM,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),get_decision_timeline(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:RESOLVE,CAP-INC-NARRATIVE,get_customer_incident_narrative(),(direct in guard.py),M29 Calm Vocabulary,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Partial L2.1 alignment,(direct),get_customer_incident_narrative(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O3,Incident Detail,O3,NONE,YES,NO,SINGLE,YES,YES,YES,ADD_NOTE,YES,ACKNOWLEDGE|RESOLVE,GC_L,YES,"[DOWNLOAD,ACKNOWLEDGE,RESOLVE,NAVIGATE]",NO,YES,Full incident detail with actions,e267fd951582,ACTIVATE:RESOLVE,CAP-INC-EXPORT,export_incident_evidence(),(direct in guard.py),HIGH LATENCY,HIGH,PARTIAL,NO,PARTIAL,NO,YES,YES,HIGH,QUESTIONABLE,Mode mismatch (READ vs WRITE); High latency risk; Partial L2.1 alignment,(direct),export_incident_evidence(),L2_1,Generates PDF
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O4,Incident Impact,O4,NONE,YES,NO,NONE,YES,NO,NO,,NO,,L2_1,NO,[NAVIGATE],NO,YES,Affected runs and related incidents,48871529188d,READ,CAP-INC-LIST,list_incidents(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,YES,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,list_incidents(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O4,Incident Impact,O4,NONE,YES,NO,NONE,YES,NO,NO,,NO,,L2_1,NO,[NAVIGATE],NO,YES,Affected runs and related incidents,48871529188d,READ,CAP-INC-GET,get_incident(),CustomerIncidentsAdapter,,HIGH,YES,YES,YES,NO,YES,YES,LOW,SAFE,All checks pass,CustomerIncidentsAdapter,get_incident(),L2_1,nan
Incidents,ACTIVE_INCIDENTS,INCIDENT_DETAILS,INCIDENTS.ACTIVE_INCIDENTS.INCIDENT_DETAILS,INC-AI-ID-O4,Incident Impact,O4,NONE,YES,NO,NONE,YES,NO,NO,,NO,,L2_1,NO,[NAVIGATE],NO,YES,Affected runs and related incidents,48871529188d,READ,CAP-INC-ACK,acknowledge_incident(),CustomerIncidentsAdapter,REVERSIBILITY UNKNOWN; IDEMPOTENCY UNCLEAR,MEDIUM,YES,NO,YES,NO,REQUIRES_AUTH,CONFLICT,LOW,QUESTIONABLE,Mode mismatch (READ vs WRITE); Replay/mutation conflict; Risk flag: REVERSIBILITY UNKNOWN; Requires human authorization,CustomerIncidentsAdapter,acknowledge_incident(),GC_L,Creates IncidentEvent
