domain,layer,file,symbol,signature,called_by,calls,imports,side_effects,async,lines,docstring
integrations,L6,worker_registry_driver,WorkerRegistryService.is_worker_available,is_worker_available(worker_id: str) -> bool,,get_worker,sqlmodel | tenant,pure,no,6,Check if a worker is available for execution.
integrations,L6,worker_registry_driver,WorkerRegistryService.is_worker_enabled_for_tenant,"is_worker_enabled_for_tenant(tenant_id: str, worker_id: str) -> bool",,get_tenant_worker_config,sqlmodel | tenant,pure,no,7,Check if a worker is enabled for a tenant.
integrations,L6,worker_registry_driver,WorkerRegistryService.list_available_workers,list_available_workers() -> List[WorkerRegistry],,list_workers,sqlmodel | tenant,pure,no,3,List only available (runnable) workers.
integrations,L6,worker_registry_driver,WorkerRegistryService.list_tenant_worker_configs,list_tenant_worker_configs(tenant_id: str) -> List[WorkerConfig],,exec | list | select | where,sqlmodel | tenant,pure,no,4,List all worker configurations for a tenant.
integrations,L6,worker_registry_driver,WorkerRegistryService.list_worker_summaries,"list_worker_summaries(status: Optional[str], public_only: bool) -> List[Dict[str, Any]]",,get_worker_summary | list_workers,sqlmodel | tenant,pure,no,8,List worker summaries.
integrations,L6,worker_registry_driver,WorkerRegistryService.list_workers,"list_workers(status: Optional[str], public_only: bool) -> List[WorkerRegistry]",,exec | list | order_by | select | where,sqlmodel | tenant,pure,no,13,"List all workers, optionally filtered."
integrations,L6,worker_registry_driver,WorkerRegistryService.register_worker,"register_worker(worker_id: str, name: str, description: Optional[str], version: str, status: str, is_public: bool, moats: Optional[List[str]], default_config: Optional[Dict], input_schema: Optional[Dict], output_schema: Optional[Dict], tokens_per_run_estimate: Optional[int], cost_per_run_cents: Optional[int]) -> WorkerRegistry",,WorkerRegistry | WorkerRegistryError | add | dumps | flush | get_worker | info | refresh,sqlmodel | tenant,db_write,no,41,Register a new worker.
integrations,L6,worker_registry_driver,WorkerRegistryService.set_tenant_worker_config,"set_tenant_worker_config(tenant_id: str, worker_id: str, enabled: bool, config: Optional[Dict], brand: Optional[Dict], max_runs_per_day: Optional[int], max_tokens_per_run: Optional[int]) -> WorkerConfig",,WorkerConfig | add | dumps | flush | get_tenant_worker_config | get_worker_or_raise | refresh,sqlmodel | tenant,db_write,no,42,Set or update tenant-specific worker configuration.
integrations,L6,worker_registry_driver,WorkerRegistryService.update_worker_status,"update_worker_status(worker_id: str, status: str) -> WorkerRegistry",,add | flush | get_worker_or_raise | info | refresh,sqlmodel | tenant,db_write,no,9,Update worker status.
integrations,L6,worker_registry_driver,get_worker_registry_service,get_worker_registry_service(session: Session) -> WorkerRegistryService,,WorkerRegistryService,sqlmodel | tenant,pure,no,3,Get a WorkerRegistryService instance.
logs,L5,audit_engine,AuditChecks._is_health_degraded,"_is_health_degraded(before: Any, after: Any) -> bool",L4:__init__,get | str,contract,pure,no,9,Check if health status degraded.
logs,L5,audit_engine,AuditChecks.check_execution_fidelity,check_execution_fidelity(audit_input: AuditInput) -> AuditCheck,L4:__init__,AuditCheck | add | get | isinstance | list | set,contract,db_write,no,60,A-003: Execution Fidelity
logs,L5,audit_engine,AuditChecks.check_health_preservation,check_health_preservation(audit_input: AuditInput) -> AuditCheck,L4:__init__,AuditCheck | _is_health_degraded | append | get | items,contract,pure,no,63,A-002: Health Preservation
logs,L5,audit_engine,AuditChecks.check_no_unauthorized_mutations,check_no_unauthorized_mutations(audit_input: AuditInput) -> AuditCheck,L4:__init__,AuditCheck | append | get | keys | list | set,contract,pure,no,51,A-007: No Unauthorized Mutations
logs,L5,audit_engine,AuditChecks.check_rollback_availability,check_rollback_availability(audit_input: AuditInput) -> AuditCheck,L4:__init__,AuditCheck | append | enumerate | get,contract,pure,no,63,A-005: Rollback Availability
logs,L5,audit_engine,AuditChecks.check_scope_compliance,check_scope_compliance(audit_input: AuditInput) -> AuditCheck,L4:__init__,AuditCheck | add | get | list | set,contract,db_write,no,46,A-001: Scope Compliance
logs,L5,audit_engine,AuditChecks.check_signal_consistency,check_signal_consistency(audit_input: AuditInput) -> AuditCheck,L4:__init__,AuditCheck,contract,pure,no,33,A-006: Signal Consistency
logs,L5,audit_engine,AuditChecks.check_timing_compliance,check_timing_compliance(audit_input: AuditInput) -> AuditCheck,L4:__init__,AuditCheck | isoformat,contract,pure,no,62,A-004: Timing Compliance
logs,L5,audit_engine,AuditService.__init__,__init__(auditor_version: str),L4:__init__,,contract,pure,no,11,Initialize Audit Service.
logs,L5,audit_engine,AuditService._determine_verdict,"_determine_verdict(checks: list[AuditCheck]) -> tuple[AuditVerdict, str]",L4:__init__,join,contract,pure,no,36,Determine final verdict from check results.
logs,L5,audit_engine,AuditService._run_all_checks,_run_all_checks(audit_input: AuditInput) -> list[AuditCheck],L4:__init__,check_execution_fidelity | check_health_preservation | check_no_unauthorized_mutations | check_rollback_availability | check_scope_compliance | check_signal_consistency | check_timing_compliance,contract,pure,no,11,Run all audit checks and return results.
logs,L5,audit_engine,AuditService.audit,audit(audit_input: AuditInput) -> AuditResult,L4:__init__,AuditResult | _determine_verdict | _run_all_checks | int | len | now | str | sum | total_seconds | tuple | uuid4,contract,pure,no,59,Perform audit on completed job.
logs,L5,audit_engine,AuditService.version,version() -> str,L4:__init__,,contract,pure,no,3,Return auditor version.
logs,L5,audit_engine,RolloutGate.get_rollout_status,"get_rollout_status(verdict: AuditVerdict) -> dict[str, Any]",L4:__init__,,contract,pure,no,35,Get rollout status details.
logs,L5,audit_engine,RolloutGate.is_rollout_authorized,is_rollout_authorized(verdict: AuditVerdict) -> bool,L4:__init__,,contract,pure,no,13,Check if rollout is authorized based on verdict.
logs,L5,audit_engine,audit_result_to_record,"audit_result_to_record(result: AuditResult) -> dict[str, Any]",L4:__init__,isoformat | str,contract,pure,no,33,Convert AuditResult to database record format.
logs,L5,audit_engine,create_audit_input_from_evidence,"create_audit_input_from_evidence(job_id: UUID, contract_id: UUID, job_status: str, contract_scope: list[str], proposed_changes: dict[str, Any], execution_result: dict[str, Any], activation_window_start: Optional[datetime], activation_window_end: Optional[datetime]) -> AuditInput",L4:__init__,AuditInput | fromisoformat | get | now | replace,contract,pure,no,51,Create AuditInput from job execution evidence.
logs,L5,audit_evidence,MCPAuditEmitter.__init__,__init__(publisher: Optional[Any]),?:__init__,,events,pure,no,10,Initialize audit emitter.
logs,L5,audit_evidence,MCPAuditEmitter._emit,async _emit(event: MCPAuditEvent) -> None,?:__init__,_get_publisher | debug | error | info | publish | str | to_dict,events,pure,yes,48,Emit event to event bus and update chain.
logs,L5,audit_evidence,MCPAuditEmitter._generate_event_id,_generate_event_id() -> str,?:__init__,uuid4,events,pure,no,5,Generate unique event ID.
logs,L5,audit_evidence,MCPAuditEmitter._get_publisher,_get_publisher() -> Optional[Any],?:__init__,debug | get_publisher,events,pure,no,11,Get event publisher (lazy initialization).
logs,L5,audit_evidence,MCPAuditEmitter.emit_server_registered,"async emit_server_registered(tenant_id: str, server_id: str, server_name: str, url: str, tool_count: int) -> MCPAuditEvent",?:__init__,MCPAuditEvent | _emit | _generate_event_id | isoformat | now,events,pure,yes,39,Emit audit event when MCP server is registered.
logs,L5,audit_evidence,MCPAuditEmitter.emit_server_unregistered,"async emit_server_unregistered(tenant_id: str, server_id: str) -> MCPAuditEvent",?:__init__,MCPAuditEvent | _emit | _generate_event_id | isoformat | now,events,pure,yes,28,Emit audit event when MCP server is unregistered.
logs,L5,audit_evidence,MCPAuditEmitter.emit_tool_allowed,"async emit_tool_allowed(tenant_id: str, server_id: str, tool_name: str, run_id: str, policy_id: Optional[str], trace_id: Optional[str]) -> MCPAuditEvent",?:__init__,MCPAuditEvent | _emit | _generate_event_id | isoformat | now,events,pure,yes,39,Emit audit event when tool invocation is allowed.
logs,L5,audit_evidence,MCPAuditEmitter.emit_tool_completed,"async emit_tool_completed(tenant_id: str, server_id: str, tool_name: str, run_id: str, output: Optional[Any], duration_ms: Optional[float], span_id: Optional[str], trace_id: Optional[str]) -> MCPAuditEvent",?:__init__,MCPAuditEvent | _emit | _generate_event_id | _hash_value | isoformat | now,events,pure,yes,44,Emit audit event when tool execution completes successfully.
logs,L5,audit_evidence,MCPAuditEmitter.emit_tool_denied,"async emit_tool_denied(tenant_id: str, server_id: str, tool_name: str, run_id: str, deny_reason: str, policy_id: Optional[str], message: Optional[str], trace_id: Optional[str]) -> MCPAuditEvent",?:__init__,MCPAuditEvent | _emit | _generate_event_id | isoformat | now,events,pure,yes,45,Emit audit event when tool invocation is denied.
logs,L5,audit_evidence,MCPAuditEmitter.emit_tool_failed,"async emit_tool_failed(tenant_id: str, server_id: str, tool_name: str, run_id: str, error_message: str, duration_ms: Optional[float], span_id: Optional[str], trace_id: Optional[str]) -> MCPAuditEvent",?:__init__,MCPAuditEvent | _emit | _generate_event_id | isoformat | now,events,pure,yes,44,Emit audit event when tool execution fails.
logs,L5,audit_evidence,MCPAuditEmitter.emit_tool_requested,"async emit_tool_requested(tenant_id: str, server_id: str, tool_name: str, run_id: str, input_params: Optional[Dict[str, Any]], trace_id: Optional[str]) -> MCPAuditEvent",?:__init__,MCPAuditEvent | _emit | _generate_event_id | _hash_value | _redact_sensitive | isoformat | now,events,pure,yes,39,Emit audit event when tool invocation is requested.
logs,L5,audit_evidence,MCPAuditEmitter.emit_tool_started,"async emit_tool_started(tenant_id: str, server_id: str, tool_name: str, run_id: str, span_id: Optional[str], trace_id: Optional[str]) -> MCPAuditEvent",?:__init__,MCPAuditEvent | _emit | _generate_event_id | isoformat | now,events,pure,yes,38,Emit audit event when tool execution starts.
logs,L5,audit_evidence,MCPAuditEvent.__post_init__,__post_init__(),?:__init__,_compute_integrity_hash,events,pure,no,4,Compute integrity hash after initialization.
logs,L5,audit_evidence,MCPAuditEvent._compute_integrity_hash,_compute_integrity_hash() -> str,?:__init__,encode | hexdigest | sha256,events,pure,no,9,Compute tamper-evident integrity hash.
logs,L5,audit_evidence,MCPAuditEvent.to_dict,"to_dict() -> Dict[str, Any]",?:__init__,,events,pure,no,24,Convert to dictionary for serialization.
logs,L5,audit_evidence,MCPAuditEvent.verify_integrity,verify_integrity() -> bool,?:__init__,_compute_integrity_hash,events,pure,no,4,Verify the integrity hash is valid.
logs,L5,audit_evidence,_contains_sensitive,_contains_sensitive(key: str) -> bool,?:__init__,any | lower,events,pure,no,4,Check if key name suggests sensitive data.
logs,L5,audit_evidence,_hash_value,_hash_value(value: Any) -> str,?:__init__,encode | hexdigest | sha256 | str,events,pure,no,6,Hash a value for audit purposes.
logs,L5,audit_evidence,_redact_sensitive,"_redact_sensitive(data: Dict[str, Any]) -> Dict[str, Any]",?:__init__,_contains_sensitive | _redact_sensitive | isinstance | items,events,pure,no,19,Redact sensitive fields from data for logging.
logs,L5,audit_evidence,configure_mcp_audit_emitter,configure_mcp_audit_emitter(publisher: Optional[Any]) -> MCPAuditEmitter,?:__init__,MCPAuditEmitter | info,events,pure,no,22,Configure the singleton MCPAuditEmitter.
logs,L5,audit_evidence,get_mcp_audit_emitter,get_mcp_audit_emitter() -> MCPAuditEmitter,?:__init__,MCPAuditEmitter | info,events,pure,no,14,Get or create the singleton MCPAuditEmitter.
logs,L5,audit_evidence,reset_mcp_audit_emitter,reset_mcp_audit_emitter() -> None,?:__init__,,events,pure,no,4,Reset the singleton (for testing).
logs,L5,audit_ledger_engine,AuditLedgerService.__init__,__init__(session: 'Session'),?:incident_write_engine | ?:test_import_surface_sentinels,,audit_ledger | sqlmodel,pure,no,3,Initialize with sync database session.
logs,L5,audit_ledger_engine,AuditLedgerService._emit,"_emit(tenant_id: str, event_type: AuditEventType, entity_type: AuditEntityType, entity_id: str, actor_type: ActorType, actor_id: Optional[str], reason: Optional[str], before_state: Optional[Dict[str, Any]], after_state: Optional[Dict[str, Any]]) -> AuditLedger",?:incident_write_engine | ?:test_import_surface_sentinels,AuditLedger | add | flush | info,audit_ledger | sqlmodel,db_write,no,56,Emit an audit event to the ledger.
logs,L5,audit_ledger_engine,AuditLedgerService.incident_acknowledged,"incident_acknowledged(tenant_id: str, incident_id: str, actor_id: Optional[str], actor_type: ActorType, reason: Optional[str], incident_state: Optional[Dict[str, Any]]) -> AuditLedger",?:incident_write_engine | ?:test_import_surface_sentinels,_emit,audit_ledger | sqlmodel,pure,no,20,Record an incident acknowledgment event.
logs,L5,audit_ledger_engine,AuditLedgerService.incident_manually_closed,"incident_manually_closed(tenant_id: str, incident_id: str, actor_id: Optional[str], actor_type: ActorType, reason: Optional[str], incident_state: Optional[Dict[str, Any]]) -> AuditLedger",?:incident_write_engine | ?:test_import_surface_sentinels,_emit,audit_ledger | sqlmodel,pure,no,20,Record an incident manual closure event.
logs,L5,audit_ledger_engine,AuditLedgerService.incident_resolved,"incident_resolved(tenant_id: str, incident_id: str, actor_id: Optional[str], actor_type: ActorType, reason: Optional[str], before_state: Optional[Dict[str, Any]], after_state: Optional[Dict[str, Any]]) -> AuditLedger",?:incident_write_engine | ?:test_import_surface_sentinels,_emit,audit_ledger | sqlmodel,pure,no,22,Record an incident resolution event.
logs,L5,audit_ledger_engine,get_audit_ledger_service,get_audit_ledger_service(session: 'Session') -> AuditLedgerService,?:incident_write_engine | ?:test_import_surface_sentinels,AuditLedgerService,audit_ledger | sqlmodel,pure,no,11,Get an AuditLedgerService instance.
logs,L5,audit_reconciler,AuditReconciler.__init__,__init__(store: Optional[AuditStore]),?:run_orchestration_kernel,get_audit_store,audit_store | prometheus_client | rac_models,pure,no,8,Initialize the reconciler.
logs,L5,audit_reconciler,AuditReconciler._record_metrics,_record_metrics(result: ReconciliationResult) -> None,?:run_orchestration_kernel,inc | labels,audit_store | prometheus_client | rac_models,pure,no,16,Record Prometheus metrics for reconciliation.
logs,L5,audit_reconciler,AuditReconciler.check_deadline_violations,check_deadline_violations(run_id: UUID) -> List[AuditExpectation],?:run_orchestration_kernel,append | get_expectations | len | now | str | timestamp | warning,audit_store | prometheus_client | rac_models,pure,no,33,Check for expectations that have exceeded their deadlines.
logs,L5,audit_reconciler,AuditReconciler.get_run_audit_summary,get_run_audit_summary(run_id: UUID) -> dict,?:run_orchestration_kernel,get_acks | get_expectations | len | str,audit_store | prometheus_client | rac_models,pure,no,38,Get a summary of the audit state for a run.
logs,L5,audit_reconciler,AuditReconciler.reconcile,reconcile(run_id: UUID) -> ReconciliationResult,?:run_orchestration_kernel,ReconciliationResult | _record_metrics | any | get_acks | get_expectations | info | key | len | list | now | str | total_seconds,audit_store | prometheus_client | rac_models,pure,no,91,Reconcile expectations against acknowledgments for a run.
logs,L5,audit_reconciler,get_audit_reconciler,get_audit_reconciler(store: Optional[AuditStore]) -> AuditReconciler,?:run_orchestration_kernel,AuditReconciler,audit_store | prometheus_client | rac_models,pure,no,14,Get the audit reconciler singleton.
logs,L5,certificate,Certificate.from_dict,"from_dict(data: Dict[str, Any]) -> 'Certificate'",?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,CertificatePayload | CertificateType | cls | get,replay_determinism,pure,no,27,Create certificate from dict.
logs,L5,certificate,Certificate.to_dict,"to_dict() -> Dict[str, Any]",?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,to_dict,replay_determinism,pure,no,7,Convert to full certificate dict.
logs,L5,certificate,Certificate.to_json,to_json() -> str,?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,dumps | to_dict,replay_determinism,pure,no,3,Convert to JSON string.
logs,L5,certificate,CertificatePayload.canonical_json,canonical_json() -> str,?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,dumps | to_dict,replay_determinism,pure,no,3,Canonical JSON for deterministic signing.
logs,L5,certificate,CertificatePayload.to_dict,"to_dict() -> Dict[str, Any]",?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,,replay_determinism,pure,no,21,Convert to dictionary for signing.
logs,L5,certificate,CertificateService.__init__,__init__(secret: Optional[str]),?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,getenv | token_hex,replay_determinism,pure,no,14,Initialize certificate service.
logs,L5,certificate,CertificateService._sign,_sign(content: str) -> str,?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,encode | hexdigest | new,replay_determinism,pure,no,4,Sign content with HMAC-SHA256.
logs,L5,certificate,CertificateService._verify_signature,"_verify_signature(content: str, signature: str) -> bool",?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,_sign | compare_digest,replay_determinism,pure,no,4,Verify HMAC signature.
logs,L5,certificate,CertificateService.create_policy_audit_certificate,"create_policy_audit_certificate(incident_id: str, policy_decisions: List[Dict[str, Any]], tenant_id: Optional[str]) -> Certificate",?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,Certificate | CertificatePayload | _sign | canonical_json | get | len | str | sum | uuid4,replay_determinism,pure,no,40,Create a certificate proving policy evaluation at a point in time.
logs,L5,certificate,CertificateService.create_replay_certificate,"create_replay_certificate(call_id: str, validation_result: ReplayResult, level: DeterminismLevel, tenant_id: Optional[str], user_id: Optional[str], request_hash: Optional[str], response_hash: Optional[str]) -> Certificate",?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,Certificate | CertificatePayload | _sign | canonical_json | len | str | sum | uuid4,replay_determinism,pure,no,56,Create a certificate proving deterministic replay.
logs,L5,certificate,CertificateService.export_certificate,"export_certificate(certificate: Certificate, format: str) -> str",?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,ValueError | dumps | join | to_dict | to_json,replay_determinism,pure,no,39,Export certificate in various formats.
logs,L5,certificate,CertificateService.verify_certificate,"verify_certificate(certificate: Certificate) -> Dict[str, Any]",?:guard | ?:certificate | L4:logs_handler | ?:apply | ?:mypy_zones,_verify_signature | canonical_json | fromisoformat | now | replace,replay_determinism,pure,no,28,Verify a certificate's signature and validity.
logs,L5,completeness_checker,CompletenessCheckResponse.to_dict,"to_dict() -> Dict[str, Any]",?:__init__,sorted,,pure,no,12,Convert to dictionary for API responses.
logs,L5,completeness_checker,EvidenceCompletenessChecker.__init__,"__init__(validation_enabled: bool, strict_mode: bool)",?:__init__,,,pure,no,14,Initialize the completeness checker.
logs,L5,completeness_checker,EvidenceCompletenessChecker.check,"check(bundle: Any, export_type: str) -> CompletenessCheckResponse",?:__init__,CompletenessCheckResponse | add | get_required_fields | is_field_present | len | set | sorted,,db_write,no,89,Check if a bundle is complete for PDF generation.
logs,L5,completeness_checker,EvidenceCompletenessChecker.ensure_complete,"ensure_complete(bundle: Any, export_type: str) -> None",?:__init__,EvidenceCompletenessError | check | len | sorted,,pure,no,31,Ensure bundle is complete or raise error.
logs,L5,completeness_checker,EvidenceCompletenessChecker.from_governance_config,from_governance_config(config: Any) -> 'EvidenceCompletenessChecker',?:__init__,cls | getattr,,pure,no,13,Create checker from GovernanceConfig.
logs,L5,completeness_checker,EvidenceCompletenessChecker.get_completeness_summary,"get_completeness_summary(bundle: Any, export_type: str) -> Dict[str, Any]",?:__init__,get_required_fields | is_field_present | len | sum | values,,pure,no,40,Get a summary of bundle completeness for reporting.
logs,L5,completeness_checker,EvidenceCompletenessChecker.get_field_value,"get_field_value(bundle: Any, field_name: str) -> Any",?:__init__,get | getattr | isinstance,,pure,no,14,Get field value from bundle (dict or object).
logs,L5,completeness_checker,EvidenceCompletenessChecker.get_required_fields,get_required_fields(export_type: str) -> FrozenSet[str],?:__init__,frozenset,,pure,no,29,Get required fields for an export type.
logs,L5,completeness_checker,EvidenceCompletenessChecker.is_field_present,"is_field_present(bundle: Any, field_name: str) -> bool",?:__init__,get_field_value | isinstance | len | strip,,pure,no,26,Check if a field is present and non-empty.
logs,L5,completeness_checker,EvidenceCompletenessChecker.should_allow_export,"should_allow_export(bundle: Any, export_type: str) -> tuple[bool, str]",?:__init__,check,,pure,no,26,Check if an export should be allowed.
logs,L5,completeness_checker,EvidenceCompletenessChecker.strict_mode,strict_mode() -> bool,?:__init__,,,pure,no,3,Check if strict mode is enabled.
logs,L5,completeness_checker,EvidenceCompletenessChecker.validation_enabled,validation_enabled() -> bool,?:__init__,,,pure,no,3,Check if validation is enabled.
logs,L5,completeness_checker,EvidenceCompletenessError.__init__,"__init__(message: str, missing_fields: Set[str], export_type: str, validation_enabled: bool)",?:__init__,__init__ | super,,pure,no,11,
logs,L5,completeness_checker,EvidenceCompletenessError.to_dict,"to_dict() -> Dict[str, Any]",?:__init__,sorted | str,,pure,no,9,Convert to dictionary for logging/API responses.
logs,L5,completeness_checker,check_evidence_completeness,"check_evidence_completeness(bundle: Any, export_type: str, validation_enabled: bool, strict_mode: bool) -> CompletenessCheckResponse",?:__init__,EvidenceCompletenessChecker | check,,pure,no,23,Quick helper to check evidence completeness.
logs,L5,completeness_checker,ensure_evidence_completeness,"ensure_evidence_completeness(bundle: Any, export_type: str, validation_enabled: bool, strict_mode: bool) -> None",?:__init__,EvidenceCompletenessChecker | ensure_complete,,pure,no,23,Quick helper to ensure evidence completeness or raise error.
logs,L5,evidence_facade,EvidenceChain.to_dict,"to_dict() -> Dict[str, Any]",L4:logs_handler | L5:__init__,to_dict,,pure,no,12,Convert to dictionary.
logs,L5,evidence_facade,EvidenceExport.to_dict,"to_dict() -> Dict[str, Any]",L4:logs_handler | L5:__init__,,,pure,no,13,Convert to dictionary.
logs,L5,evidence_facade,EvidenceFacade.__init__,__init__(),L4:logs_handler | L5:__init__,,,pure,no,5,Initialize facade.
logs,L5,evidence_facade,EvidenceFacade._create_link,"_create_link(evidence_type: str, data: Dict[str, Any], previous_hash: Optional[str]) -> EvidenceLink",L4:logs_handler | L5:__init__,EvidenceLink | _hash_data | isoformat | now | str | uuid4,,pure,no,26,Create a new evidence link.
logs,L5,evidence_facade,EvidenceFacade._hash_data,"_hash_data(data: Dict[str, Any]) -> str",L4:logs_handler | L5:__init__,dumps | encode | hexdigest | sha256,,pure,no,4,Create deterministic hash of data.
logs,L5,evidence_facade,EvidenceFacade.add_evidence,"async add_evidence(chain_id: str, tenant_id: str, evidence_type: str, data: Dict[str, Any]) -> Optional[EvidenceChain]",L4:logs_handler | L5:__init__,_create_link | append | get | info | len,,pure,yes,42,Add evidence to a chain.
logs,L5,evidence_facade,EvidenceFacade.create_chain,"async create_chain(tenant_id: str, run_id: Optional[str], initial_evidence: Optional[Dict[str, Any]]) -> EvidenceChain",L4:logs_handler | L5:__init__,EvidenceChain | _create_link | _hash_data | append | get | info | isoformat | len | now | str | uuid4,,pure,yes,49,Create a new evidence chain.
logs,L5,evidence_facade,EvidenceFacade.create_export,"async create_export(tenant_id: str, chain_id: str, format: str) -> EvidenceExport",L4:logs_handler | L5:__init__,EvidenceExport | get | info | isoformat | now | str | uuid4,,pure,yes,54,Create evidence export request.
logs,L5,evidence_facade,EvidenceFacade.get_chain,"async get_chain(chain_id: str, tenant_id: str) -> Optional[EvidenceChain]",L4:logs_handler | L5:__init__,get,,pure,yes,19,Get a specific evidence chain.
logs,L5,evidence_facade,EvidenceFacade.get_export,"async get_export(export_id: str, tenant_id: str) -> Optional[EvidenceExport]",L4:logs_handler | L5:__init__,get,,pure,yes,19,Get export status.
logs,L5,evidence_facade,EvidenceFacade.list_chains,"async list_chains(tenant_id: str, run_id: Optional[str], limit: int, offset: int) -> List[EvidenceChain]",L4:logs_handler | L5:__init__,append | sort | values,,pure,yes,31,List evidence chains.
logs,L5,evidence_facade,EvidenceFacade.list_exports,"async list_exports(tenant_id: str, chain_id: Optional[str], limit: int, offset: int) -> List[EvidenceExport]",L4:logs_handler | L5:__init__,append | sort | values,,pure,yes,31,List exports.
logs,L5,evidence_facade,EvidenceFacade.verify_chain,"async verify_chain(chain_id: str, tenant_id: str) -> VerificationResult",L4:logs_handler | L5:__init__,VerificationResult | _hash_data | append | enumerate | get | len,,pure,yes,55,Verify chain integrity.
logs,L5,evidence_facade,EvidenceLink.to_dict,"to_dict() -> Dict[str, Any]",L4:logs_handler | L5:__init__,,,pure,no,10,Convert to dictionary.
logs,L5,evidence_facade,VerificationResult.to_dict,"to_dict() -> Dict[str, Any]",L4:logs_handler | L5:__init__,,,pure,no,8,Convert to dictionary.
logs,L5,evidence_facade,get_evidence_facade,get_evidence_facade() -> EvidenceFacade,L4:logs_handler | L5:__init__,EvidenceFacade,,pure,no,14,Get the evidence facade instance.
logs,L5,evidence_report,EvidenceReportGenerator.__init__,__init__(is_demo: bool),?:guard | L4:logs_handler | ?:apply | ?:mypy_zones,_setup_custom_styles | getSampleStyleSheet,enums | lib | pagesizes | platypus | styles | units,pure,no,4,
logs,L5,evidence_report,EvidenceReportGenerator._add_footer,"_add_footer(canvas, doc)",?:guard | L4:logs_handler | ?:apply | ?:mypy_zones,Color | HexColor | drawCentredString | drawRightString | getPageNumber | restoreState | rotate | saveState | setFillColor | setFont,enums | lib | pagesizes | platypus | styles | units,pure,no,22,Add footer to every page.
logs,L5,evidence_report,EvidenceReportGenerator._build_certificate_section,_build_certificate_section(evidence: IncidentEvidence) -> List,?:guard | L4:logs_handler | ?:apply | ?:mypy_zones,HRFlowable | HexColor | Paragraph | Spacer | Table | TableStyle | append | setStyle,enums | lib | pagesizes | platypus | styles | units,pure,no,99,M23: Build cryptographic certificate section - HMAC-signed proof.
logs,L5,evidence_report,EvidenceReportGenerator._build_cover_page,_build_cover_page(evidence: IncidentEvidence) -> List,?:guard | L4:logs_handler | ?:apply | ?:mypy_zones,HexColor | Paragraph | Spacer | Table | TableStyle | append | setStyle | strftime | utcnow,enums | lib | pagesizes | platypus | styles | units,pure,no,51,Build cover page with metadata.
logs,L5,evidence_report,EvidenceReportGenerator._build_decision_timeline,_build_decision_timeline(evidence: IncidentEvidence) -> List,?:guard | L4:logs_handler | ?:apply | ?:mypy_zones,HRFlowable | HexColor | Paragraph | Spacer | Table | TableStyle | append | get | setStyle,enums | lib | pagesizes | platypus | styles | units,pure,no,43,Build decision timeline section - deterministic trace.
logs,L5,evidence_report,EvidenceReportGenerator._build_executive_summary,_build_executive_summary(evidence: IncidentEvidence) -> List,?:guard | L4:logs_handler | ?:apply | ?:mypy_zones,HRFlowable | HexColor | Paragraph | Spacer | Table | TableStyle | append | get | setStyle,enums | lib | pagesizes | platypus | styles | units,pure,no,86,Build executive summary section.
logs,L5,evidence_report,EvidenceReportGenerator._build_factual_reconstruction,_build_factual_reconstruction(evidence: IncidentEvidence) -> List,?:guard | L4:logs_handler | ?:apply | ?:mypy_zones,HRFlowable | HexColor | Paragraph | Spacer | Table | TableStyle | append | items | join | setStyle | str,enums | lib | pagesizes | platypus | styles | units,pure,no,58,"Build factual reconstruction section - pure facts, no opinions."
logs,L5,evidence_report,EvidenceReportGenerator._build_incident_snapshot,_build_incident_snapshot(evidence: IncidentEvidence) -> List,?:guard | L4:logs_handler | ?:apply | ?:mypy_zones,HexColor | Paragraph | Spacer | Table | TableStyle | append | get | getattr | setStyle,enums | lib | pagesizes | platypus | styles | units,pure,no,120,Build 1-page Incident Snapshot - scannable summary for executives.
logs,L5,evidence_report,EvidenceReportGenerator._build_legal_attestation,_build_legal_attestation(evidence: IncidentEvidence) -> List,?:guard | L4:logs_handler | ?:apply | ?:mypy_zones,HRFlowable | HexColor | Paragraph | Spacer | Table | TableStyle | _compute_report_hash | append | setStyle | strftime | utcnow,enums | lib | pagesizes | platypus | styles | units,pure,no,43,Build legal attestation section.
logs,L5,evidence_report,EvidenceReportGenerator._build_policy_evaluation,_build_policy_evaluation(evidence: IncidentEvidence) -> List,?:guard | L4:logs_handler | ?:apply | ?:mypy_zones,HRFlowable | HexColor | Paragraph | Spacer | Table | TableStyle | append | enumerate | get | setStyle,enums | lib | pagesizes | platypus | styles | units,pure,no,94,Build policy evaluation record.
