domain,layer,folder,filename,rel_path,lines,purpose,functions,fn_count,async_count,classes,cls_count,calls_l5,calls_l5_schema,calls_l6,calls_l7,cross_domain,external_deps,called_by,caller_layers,header_callers,header_allowed_imports,header_forbidden_imports,linkage_chain,disposition
incidents,L5,L5_engines,anomaly_bridge,backend/app/hoc/cus/incidents/L5_engines/anomaly_bridge.py,351,"Anomaly-to-Incident bridge (incidents-owned, not analytics)",get_anomaly_incident_bridge,1,0,CostAnomalyFact | AnomalyIncidentBridge,2,,,incident_write_driver,,,governance | metrics | sqlalchemy,L5:cost_anomaly_detector,L5,Orchestrators that process CostAnomalyFact from analytics,"L6 (incidents drivers), L4 (incident engines)","L1, L2, analytics engines/drivers",L5 → THIS(L5) → L6,
incidents,L5,L5_engines,hallucination_detector,backend/app/hoc/cus/incidents/L5_engines/hallucination_detector.py,467,Detect potential hallucinations in LLM outputs (non-blocking),create_detector_for_tenant,1,0,HallucinationType | HallucinationSeverity | HallucinationIndicator | HallucinationResult | HallucinationConfig | HallucinationDetector,6,,,,,,,?:hallucination_hook | ?:__init__,?,"worker/runner.py, services/incident_engine.py","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
incidents,L5,L5_engines,incident_driver,backend/app/hoc/cus/incidents/L5_engines/incident_driver.py,279,Incident Domain Engine - Internal orchestration for incident operations,get_incident_driver,1,0,IncidentDriver,1,incident_engine,,,,,audit_store | rac_models,L4:transaction_coordinator | ?:incident_driver | ?:__init__,? + L4,"worker runtime, governance services, transaction coordinator","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 → THIS(L5) → L5,
incidents,L5,L5_engines,incident_engine,backend/app/hoc/cus/incidents/L5_engines/incident_engine.py,905,Incident creation decision-making (domain logic),_get_lessons_learned_engine | get_incident_engine,2,0,IncidentEngine,1,lessons_engine,,incident_write_driver,,policies/lessons_engine,orm | sqlalchemy | sqlmodel | time,L5:hallucination_detector | L5:incident_driver | ?:incident_driver | ?:hallucination_detector | ?:inject_synthetic,? + L5,"Worker runtime, API endpoints","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L5 → THIS(L5) → L5 + L6,
incidents,L5,L5_engines,incident_pattern_engine,backend/app/hoc/cus/incidents/L5_engines/incident_pattern_engine.py,279,Detect structural patterns across incidents,,0,0,PatternMatch | PatternResult | IncidentPatternService,3,,,incident_pattern_driver,,,asyncio | time,L5:incidents_facade,L5,Incidents API (L2),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",L5 → THIS(L5) → L6,
incidents,L5,L5_engines,incident_read_engine,backend/app/hoc/cus/incidents/L5_engines/incident_read_engine.py,153,Incident domain read operations (L5 facade over L6 driver),get_incident_read_service,1,0,IncidentReadService,1,,,incident_read_driver,killswitch,,sqlmodel,L3:customer_incidents_adapter | L5:customer_incidents_adapter,L3 + L5,customer_incidents_adapter.py (L3),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",L3 + L5 → THIS(L5) → L6 + L7,
incidents,L5,L5_engines,incident_severity_engine,backend/app/hoc/cus/incidents/L5_engines/incident_severity_engine.py,218,Severity calculation and escalation decisions for incidents,generate_incident_title,1,0,SeverityConfig | IncidentSeverityEngine,2,,,,killswitch,,,L6:incident_aggregator,L6,"incident_aggregator.py (L6), incident engines","L5, L6","L1, L2, L3, sqlalchemy (runtime)",L6 → THIS(L5) → L7,
incidents,L5,L5_engines,incident_write_engine,backend/app/hoc/cus/incidents/L5_engines/incident_write_engine.py,303,Incident domain write operations with audit (L5 facade over L6 driver),get_incident_write_service,1,0,IncidentWriteService,1,audit_ledger_service,,incident_write_driver,audit_ledger | killswitch,logs/audit_ledger_service,sqlmodel,L3:customer_incidents_adapter | L5:customer_incidents_adapter | ?:incident_write_service,? + L3 + L5,customer_incidents_adapter.py (L3),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L3 + L5 → THIS(L5) → L5 + L6 + L7,
incidents,L5,L5_engines,incidents_facade,backend/app/hoc/cus/incidents/L5_engines/incidents_facade.py,983,Incidents domain facade - unified entry point for incident management operations,get_incidents_facade,1,0,IncidentSummaryResult | PaginationResult | IncidentListResult | IncidentDetailResult | IncidentsByRunResult | PatternMatchResult | PatternDetectionResult | RecurrenceGroupResult | RecurrenceAnalysisResult | CostImpactSummaryResult | CostImpactResult | IncidentMetricsResult | HistoricalTrendDataPointResult | HistoricalTrendResult | HistoricalDistributionEntryResult | HistoricalDistributionResult | CostTrendDataPointResult | CostTrendResult | LearningInsightResult | ResolutionSummaryResult | LearningsResult | IncidentsFacade,22,incident_pattern_engine | postmortem_engine | recurrence_analysis_engine,,incidents_facade_driver,,,asyncio,?:incidents | ?:learning_insight_result | ?:learnings_result | ?:pattern_detection_result | ?:pattern_match_result | ?:recurrence_analysis_result | ?:recurrence_group_result | ?:resolution_summary_result | L4:incidents_handler,? + L4,L2 incidents API (incidents.py),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 → THIS(L5) → L5 + L6,
incidents,L5,L5_engines,incidents_types,backend/app/hoc/cus/incidents/L5_engines/incidents_types.py,44,Shared type aliases for incidents domain engines,,0,0,,0,,,,,,,,,All incidents domain engines,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",THIS(L5),
incidents,L5,L5_engines,llm_failure_engine,backend/app/hoc/cus/incidents/L5_engines/llm_failure_engine.py,348,"S4 failure truth model, fact persistence",,0,0,LLMFailureFact | LLMFailureResult | LLMFailureService,3,,,llm_failure_driver,,,asyncio | runtime,?:llm_failure_service,?,L5 workers (on LLM failure),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5) → L6,
incidents,L5,L5_engines,policy_violation_engine,backend/app/hoc/cus/incidents/L5_engines/policy_violation_engine.py,713,"S3 violation truth model, fact persistence, evidence linking",create_policy_evaluation_record | handle_policy_evaluation_for_run | handle_policy_violation | create_policy_evaluation_sync,4,3,ViolationFact | ViolationIncident | PolicyViolationService | PolicyEvaluationResult,4,,,incident_aggregator | policy_violation_driver,,,asyncio | db | runtime | sqlmodel,,,"L5 policy engine, L5 workers","L5, L6","L1, L2, L3, sqlalchemy (runtime)",THIS(L5) → L6,
incidents,L5,L5_engines,postmortem_engine,backend/app/hoc/cus/incidents/L5_engines/postmortem_engine.py,444,Extract learnings and post-mortem insights from resolved incidents,,0,0,ResolutionSummary | LearningInsight | PostMortemResult | CategoryLearnings | PostMortemService,5,,,postmortem_driver,,,asyncio,L5:incidents_facade,L5,Incidents API (L2),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",L5 → THIS(L5) → L6,
incidents,L5,L5_engines,prevention_engine,backend/app/hoc/cus/incidents/L5_engines/prevention_engine.py,890,Prevention-based policy validation,get_prevention_engine | evaluate_prevention | create_incident_from_violation | _create_incident_with_service,4,2,PolicyType | Severity | PreventionAction | PolicyViolation | PreventionContext | PreventionResult | BaseValidator | ContentAccuracyValidatorV2 | PIIValidator | SafetyValidator | HallucinationValidator | BudgetValidator | PreventionEngine,13,policy_violation_service,,,,,db_async | prometheus_client,L5:authority_checker | L6:arbitrator | L6:scope_resolver | L4:alert_emitter | ?:step_enforcement | L7:monitor_config | L7:override_authority | L7:threshold_signal | ?:__init__ | ?:arbitrator,? + L4 + L5 + L6 + L7,"policy/engine, workers","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 + L5 + L6 + L7 → THIS(L5) → L5,
incidents,L5,L5_engines,recovery_rule_engine,backend/app/hoc/cus/incidents/L5_engines/recovery_rule_engine.py,802,Rule-based evaluation engine for recovery suggestions,combine_confidences | should_select_action | should_auto_execute | classify_error_category | suggest_recovery_mode | evaluate_rules,6,0,RuleContext | RuleResult | EvaluationResult | Rule | ErrorCodeRule | HistoricalPatternRule | SkillSpecificRule | OccurrenceThresholdRule | CompositeRule | RecoveryRuleEngine,10,,,,,,,?:recovery | ?:failure_intelligence | L2:recovery | L5:recovery_evaluation_engine | ?:failure_classification_engine | ?:recovery_evaluation_engine | ?:test_m10_recovery_enhanced,? + L2 + L5,recovery_evaluator.py (worker),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 + L5 → THIS(L5),
incidents,L5,L5_engines,recurrence_analysis_engine,backend/app/hoc/cus/incidents/L5_engines/recurrence_analysis_engine.py,189,Analyze recurring incident patterns (business logic),,0,0,RecurrenceGroup | RecurrenceResult | RecurrenceAnalysisService,3,,,recurrence_analysis_driver,,,asyncio | time,L5:incidents_facade,L5,"Incidents API (L2), incidents_facade.py (L5)","L5, L6","L1, L2, L3, sqlalchemy (runtime)",L5 → THIS(L5) → L6,
incidents,L5,L5_engines,semantic_failures,backend/app/hoc/cus/incidents/L5_engines/semantic_failures.py,298,Semantic failure taxonomy and fix guidance for incidents domain,get_failure_info | get_fix_owner | get_fix_action | get_violation_class | format_violation_message,5,0,,0,,,,,,semantic_types,?:semantic_validator | ?:__init__,?,"Panel adapters (L3), incident engines (L5)","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
incidents,L6,L6_drivers,export_bundle_driver,backend/app/hoc/cus/incidents/L6_drivers/export_bundle_driver.py,421,Generate structured export bundles from incidents and traces,get_export_bundle_service,1,0,ExportBundleService,1,,,,export_bundles,,db | sqlmodel | store,L2:incidents,L2,api/incidents.py,"L6, L7 (models)","L1, L2, L3, L4, L5",L2 → THIS(L6) → L7,
incidents,L6,L6_drivers,incident_aggregator,backend/app/hoc/cus/incidents/L6_drivers/incident_aggregator.py,613,Incident aggregation persistence - pure data access,create_incident_aggregator,1,0,IncidentAggregatorConfig | IncidentKey | IncidentAggregator,3,incident_severity_engine,,,killswitch,,runtime | sqlalchemy | sqlmodel,L5:policy_violation_engine,L5,"L2 APIs, L5 workers","L6, L7 (models)","L1, L2, L3, L4, L5",L5 → THIS(L6) → L5 + L7,
incidents,L6,L6_drivers,incident_pattern_driver,backend/app/hoc/cus/incidents/L6_drivers/incident_pattern_driver.py,255,Data access for incident pattern detection operations (async),get_incident_pattern_driver,1,0,IncidentPatternDriver,1,,,,,,asyncio | sqlalchemy,L5:incident_pattern_engine,L5,IncidentPatternEngine (L5),"L6, L7 (models)","L1, L2, L3, L4, L5",L5 → THIS(L6),
incidents,L6,L6_drivers,incident_read_driver,backend/app/hoc/cus/incidents/L6_drivers/incident_read_driver.py,209,Data access for incident read operations,get_incident_read_driver,1,0,IncidentReadDriver,1,,,,killswitch,,sqlalchemy | sqlmodel,L5:incident_read_engine | L6:__init__,L5 + L6,incident engines (L5),"L6, L7 (models)","L1, L2, L3, L4, L5",L5 + L6 → THIS(L6) → L7,
incidents,L6,L6_drivers,incident_write_driver,backend/app/hoc/cus/incidents/L6_drivers/incident_write_driver.py,540,Data access for incident write operations,get_incident_write_driver,1,0,IncidentWriteDriver,1,,,,killswitch,,sqlalchemy | sqlmodel,L5:anomaly_bridge | L5:incident_engine | L5:incident_write_engine | L6:__init__ | ?:incident_write_engine,? + L5 + L6,incident engines (L5),"L6, L7 (models)","L1, L2, L3, L4, L5",? + L5 + L6 → THIS(L6) → L7,
incidents,L6,L6_drivers,incidents_facade_driver,backend/app/hoc/cus/incidents/L6_drivers/incidents_facade_driver.py,531,Database operations for incidents facade - pure data access,,0,0,IncidentSnapshot | IncidentListSnapshot | MetricsSnapshot | CostImpactRowSnapshot | IncidentsFacadeDriver,5,,,,killswitch,,asyncio | sqlalchemy,L5:incidents_facade,L5,incidents_facade.py (L5),"L6, L7 (models)","L1, L2, L3, L4, L5",L5 → THIS(L6) → L7,
incidents,L6,L6_drivers,lessons_driver,backend/app/hoc/cus/incidents/L6_drivers/lessons_driver.py,649,Data access for lessons_learned operations,get_lessons_driver,1,0,LessonsDriver,1,,,,,,sqlalchemy | sqlmodel,L5:lessons_engine,L5,LessonsLearnedEngine (L5),"L6, L7 (models)","L1, L2, L3, L4, L5",L5 → THIS(L6),
incidents,L6,L6_drivers,llm_failure_driver,backend/app/hoc/cus/incidents/L6_drivers/llm_failure_driver.py,331,Data access for LLM failure operations (async),get_llm_failure_driver,1,0,LLMFailureDriver,1,,,,,,asyncio | sqlalchemy,L5:llm_failure_engine | ?:llm_failure_engine,? + L5,LLMFailureEngine (L5),"L6, L7 (models)","L1, L2, L3, L4, L5",? + L5 → THIS(L6),
incidents,L6,L6_drivers,policy_violation_driver,backend/app/hoc/cus/incidents/L6_drivers/policy_violation_driver.py,490,Data access for policy violation operations (async + sync),insert_policy_evaluation_sync | get_policy_violation_driver,2,0,PolicyViolationDriver,1,,,,,,asyncio | psycopg2 | sqlalchemy,L5:policy_violation_engine,L5,PolicyViolationEngine (L5),"L6, L7 (models)","L1, L2, L3, L4, L5",L5 → THIS(L6),
incidents,L6,L6_drivers,postmortem_driver,backend/app/hoc/cus/incidents/L6_drivers/postmortem_driver.py,316,Data access for post-mortem analytics operations (async),get_postmortem_driver,1,0,PostMortemDriver,1,,,,,,asyncio | sqlalchemy,L5:postmortem_engine,L5,PostMortemEngine (L5),"L6, L7 (models)","L1, L2, L3, L4, L5",L5 → THIS(L6),
incidents,L6,L6_drivers,recurrence_analysis_driver,backend/app/hoc/cus/incidents/L6_drivers/recurrence_analysis_driver.py,213,Database operations for recurrence analysis - pure data access,,0,0,RecurrenceGroupSnapshot | RecurrenceAnalysisDriver,2,,,,,,asyncio | sqlalchemy,L5:recurrence_analysis_engine | ?:__init__ | ?:incidents_facade,? + L5,recurrence_analysis_engine.py (L5),"L6, L7 (models)","L1, L2, L3, L4, L5",? + L5 → THIS(L6),
integrations,L5,L5_engines,bridges,backend/app/hoc/cus/integrations/L5_engines/bridges.py,1229,Integration bridge abstractions with embedded DB operations,_check_frozen | create_bridges | register_all_bridges,3,0,BaseBridge | IncidentToCatalogBridge | PatternToRecoveryBridge | RecoveryToPolicyBridge | PolicyToRoutingBridge | LoopStatusBridge,6,,,,,,__future__ | audit_schemas | bridges_driver | dispatcher | loop_events | sqlalchemy,?:__init__,?,"dispatcher, workers","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5),
integrations,L5,L5_engines,cloud_functions_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/cloud_functions_adapter.py,313,Google Cloud Functions serverless adapter,,0,0,CloudFunctionsAdapter,1,,,,,,base | cloud | httpx,L3:__init__,L3,"SkillExecutor, WorkflowEngine","L4, L6","L1, L2",L3 → THIS(L5),
integrations,L5,L5_engines,connectors_facade,backend/app/hoc/cus/integrations/L5_engines/connectors_facade.py,439,Connectors Facade - Centralized access to connector operations,get_connectors_facade,1,0,ConnectorInfo | TestResult | ConnectorsFacade,3,,,connector_registry,,,,L4:integrations_handler,L4,"L2 connectors.py API, SDK","L5, L6","L1, L2, L3, sqlalchemy (runtime)",L4 → THIS(L5) → L6,
integrations,L5,L5_engines,cost_bridges_engine,backend/app/hoc/cus/integrations/L5_engines/cost_bridges_engine.py,1147,Cost-related integration bridges (cost loop business logic),,0,0,AnomalyType | AnomalySeverity | CostAnomaly | CostLoopBridge | CostPatternMatcher | CostRecoveryGenerator | CostPolicyGenerator | CostRoutingAdjuster | CostEstimationProbe | CostLoopOrchestrator,10,,,,,,__future__ | loop_events | orchestrator,L5:__init__,L5,"cost services, workers","L5, L6","L1, L2, L3, sqlalchemy (runtime)",L5 → THIS(L5),
integrations,L5,L5_engines,cus_health_engine,backend/app/hoc/cus/integrations/L5_engines/cus_health_engine.py,534,Health checking engine for customer LLM integrations,,0,0,CusHealthService,1,,,,cus_models,,cus_credential_service | db | httpx | sqlmodel,?:cus_health_service,?,"cus_integration_service.py, scheduled health checks","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5) → L7,
integrations,L5,L5_engines,cus_integration_service,backend/app/hoc/cus/integrations/L5_engines/cus_integration_service.py,68,"Customer integration service - LLM BYOK, SDK, RAG management",get_cus_integration_service,1,0,,0,,,,,,cus_integration_engine,L5:integrations_facade | ?:cus_integration_service | ?:shim_guard,? + L5,integrations_facade.py,L6 (drivers),"L1, L2, L3, sqlalchemy direct",? + L5 → THIS(L5),
integrations,L5,L5_engines,customer_activity_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/customer_activity_adapter.py,332,Customer activity boundary adapter (L2 → L3 → L5),get_customer_activity_adapter,1,0,CustomerActivitySummary | CustomerActivityDetail | CustomerActivityListResponse | CustomerActivityAdapter,4,activity_facade,,,,activity/activity_facade,asyncio | pydantic,?:test_l2_l3_contracts,?,L2 activity routes,L5,"L1, L2, L6",? → THIS(L5) → L5,
integrations,L5,L5_engines,customer_incidents_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/customer_incidents_adapter.py,398,Customer incidents boundary adapter (L2 → L3 → L4),_translate_severity | _translate_status | get_customer_incidents_adapter,3,0,CustomerIncidentSummary | CustomerIncidentEvent | CustomerIncidentDetail | CustomerIncidentListResponse | CustomerIncidentsAdapter,5,incident_read_engine | incident_write_engine,,,,incidents/incident_read_engine | incidents/incident_write_engine,pydantic | sqlmodel,L3:__init__ | ?:guard | L2:guard | ?:test_l2_l3_contracts,? + L2 + L3,guard.py (L2) — to be wired,L4,"L1, L2, L5, L6",? + L2 + L3 → THIS(L5) → L5,
integrations,L5,L5_engines,customer_keys_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/customer_keys_adapter.py,305,Customer API keys boundary adapter (L2 → L3 → L4),get_customer_keys_adapter,1,0,CustomerKeyInfo | CustomerKeyListResponse | CustomerKeyAction | CustomerKeysAdapter,4,keys_engine,,,,api_keys/keys_engine,pydantic | sqlmodel,L3:__init__ | ?:guard | L2:guard | ?:test_l2_l3_contracts,? + L2 + L3,guard.py (L2) — to be wired,L4,"L1, L2, L5, L6",? + L2 + L3 → THIS(L5) → L5,
integrations,L5,L5_engines,customer_logs_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/customer_logs_adapter.py,410,Customer logs boundary adapter (L2 → L3 → L4),get_customer_logs_adapter,1,0,CustomerLogSummary | CustomerLogStep | CustomerLogDetail | CustomerLogListResponse | CustomerLogsAdapter,5,logs_read_engine,,,,logs/logs_read_engine,pydantic,L3:__init__ | ?:guard_logs | L2:guard_logs | ?:test_l2_l3_contracts,? + L2 + L3,guard_logs.py (L2),L4,"L1, L2, L5, L6",? + L2 + L3 → THIS(L5) → L5,
integrations,L5,L5_engines,customer_policies_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/customer_policies_adapter.py,279,Customer policies boundary adapter (L2 → L3 → L4),get_customer_policies_adapter,1,0,CustomerBudgetConstraint | CustomerRateLimit | CustomerGuardrail | CustomerPolicyConstraints | CustomerPoliciesAdapter,5,customer_policy_read_engine,,,,policies/customer_policy_read_engine,pydantic,L3:__init__ | ?:guard_policies | L2:guard_policies | ?:test_l2_l3_contracts,? + L2 + L3,guard_policies.py (L2),L4,"L1, L2, L5, L6",? + L2 + L3 → THIS(L5) → L5,
integrations,L5,L5_engines,datasources_facade,backend/app/hoc/cus/integrations/L5_engines/datasources_facade.py,451,DataSources Facade - Centralized access to data source operations,get_datasources_facade,1,0,TestConnectionResult | DataSourcesFacade,2,,datasource_model,,,,,L4:integrations_handler,L4,"L2 datasources.py API, SDK","L5, L6","L1, L2, L3, sqlalchemy (runtime)",L4 → THIS(L5) → L5s,
integrations,L5,L5_engines,dispatcher,backend/app/hoc/cus/integrations/L5_engines/dispatcher.py,806,Integration event dispatcher with embedded DB persistence,,0,0,DispatcherConfig | IntegrationDispatcher,2,,,,,,__future__ | loop_events | sqlalchemy,L5:bridges | ?:__init__ | ?:bridges | ?:test_m25_integration_loop,? + L5,"workers, bridges","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L5 → THIS(L5),
integrations,L5,L5_engines,file_storage_base,backend/app/hoc/cus/integrations/L5_engines/external_adapters/file_storage_base.py,299,Base class for file storage adapters,,0,0,FileMetadata | UploadResult | DownloadResult | ListResult | FileStorageAdapter,5,,,,,,,,,File storage adapter implementations,"L4, L6","L1, L2",THIS(L5),
integrations,L5,L5_engines,founder_ops_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/founder_ops_adapter.py,145,Translate OpsIncident domain models to Founder-facing views,,0,0,FounderIncidentSummaryView | FounderIncidentsSummaryResponse | FounderOpsAdapter,3,,,,,,ops_domain_models,?:ops,?,ops.py (L2),"L4, L6","L1, L2, L5",? → THIS(L5),
integrations,L5,L5_engines,gcs_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/gcs_adapter.py,442,Google Cloud Storage file storage adapter,,0,0,GCSAdapter,1,,,,,,base | cloud,L3:__init__,L3,"DataIngestionExecutor, ExportService","L4, L6","L1, L2",L3 → THIS(L5),
integrations,L5,L5_engines,graduation_engine,backend/app/hoc/cus/integrations/L5_engines/graduation_engine.py,594,Agent graduation evaluation domain logic (pure computation),,0,0,GraduationThresholds | GateEvidence | GraduationEvidence | GraduationLevel | ComputedGraduationStatus | GraduationEngine | CapabilityGates | SimulationState,8,,,,,,__future__,?:M25_integrations | L2:M25_integrations | ?:graduation_evaluator | ?:test_m25_graduation_downgrade,? + L2,graduation_evaluator.py (L5),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L2 → THIS(L5),
integrations,L5,L5_engines,http_connector,backend/app/hoc/cus/integrations/L5_engines/http_connector.py,367,Machine-controlled HTTP connector (NOT LLM-controlled),,0,0,HttpMethod | EndpointConfig | HttpConnectorConfig | HttpConnectorError | RateLimitExceededError | HttpConnectorService,6,credentials,,,,,httpx,?:__init__ | ?:test_connectors,?,RetrievalMediator,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5) → L5,
integrations,L5,L5_engines,iam_engine,backend/app/hoc/cus/integrations/L5_engines/iam_engine.py,440,IAM engine for identity and access management,,0,0,IdentityProvider | ActorType | Identity | AccessDecision | IAMService,5,,,,,,jwt,,,"Auth middleware, API routes","L5, L6","L1, L2, L3, sqlalchemy (runtime)",THIS(L5),
integrations,L5,L5_engines,integrations_facade,backend/app/hoc/cus/integrations/L5_engines/integrations_facade.py,491,Integrations domain facade - unified entry point for integration management,get_integrations_facade,1,0,IntegrationSummaryResult | IntegrationListResult | IntegrationDetailResult | IntegrationLifecycleResult | IntegrationDeleteResult | HealthCheckResult | HealthStatusResult | LimitsStatusResult | IntegrationsFacade,9,cus_integration_service,,,,,,?:aos_cus_integrations | L4:integrations_handler,? + L4,L2 integrations API (aos_cus_integrations.py),"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L4 → THIS(L5) → L5,
integrations,L5,L5_engines,lambda_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/lambda_adapter.py,281,AWS Lambda serverless adapter,,0,0,LambdaAdapter,1,,,,,,aioboto3 | base,L3:__init__,L3,"SkillExecutor, WorkflowEngine","L4, L6","L1, L2",L3 → THIS(L5),
integrations,L5,L5_engines,mcp_connector,backend/app/hoc/cus/integrations/L5_engines/mcp_connector.py,423,Model Context Protocol (MCP) tool invocation with governance,,0,0,McpToolDefinition | McpConnectorConfig | McpConnectorError | McpApprovalRequiredError | McpRateLimitExceededError | McpSchemaValidationError | McpConnectorService,7,credentials,,,,,httpx | jsonschema,?:__init__ | ?:test_connectors,?,RetrievalMediator,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5) → L5,
integrations,L5,L5_engines,pgvector_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/pgvector_adapter.py,378,PGVector production adapter,,0,0,PGVectorAdapter,1,,,,,,asyncpg | base,L3:__init__,L3,"RetrievalMediator, IndexingExecutor","L4, L6","L1, L2",L3 → THIS(L5),
integrations,L5,L5_engines,pinecone_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/pinecone_adapter.py,283,Pinecone vector store adapter,,0,0,PineconeAdapter,1,,,,,,base | pinecone,L3:__init__,L3,"RetrievalMediator, IndexingExecutor","L4, L6","L1, L2",L3 → THIS(L5),
integrations,L5,L5_engines,prevention_contract,backend/app/hoc/cus/integrations/L5_engines/prevention_contract.py,201,Prevention contract enforcement (validation logic),validate_prevention_candidate | assert_prevention_immutable | assert_no_deletion | validate_prevention_for_graduation,4,0,PreventionContractViolation | PreventionCandidate,2,,,,,,__future__,L5:__init__,L5,"policy engine, workers","L5, L6","L1, L2, L3, sqlalchemy (runtime)",L5 → THIS(L5),
integrations,L5,L5_engines,protocol,backend/app/hoc/cus/integrations/L5_engines/credentials/protocol.py,63,Canonical CredentialService protocol for connector services,,0,0,CredentialService,1,,,,,,types,L5:__init__ | L5:http_connector | L5:mcp_connector | L5:sql_gateway | ?:credential_service,? + L5,"http_connector.py, mcp_connector.py, sql_gateway.py","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L5 → THIS(L5),
integrations,L5,L5_engines,runtime_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/runtime_adapter.py,215,Translate API requests into runtime domain commands,get_runtime_adapter,1,0,RuntimeAdapter,1,,,,,,runtime_command,L3:__init__ | ?:runtime | L2:runtime | L4:runtime_adapter,? + L2 + L3 + L4,runtime.py (L2),"L4, L6","L1, L2, L5",? + L2 + L3 + L4 → THIS(L5),
integrations,L5,L5_engines,s3_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/s3_adapter.py,393,AWS S3 file storage adapter,,0,0,S3Adapter,1,,,,,,aioboto3 | base,L3:__init__,L3,"DataIngestionExecutor, ExportService","L4, L6","L1, L2",L3 → THIS(L5),
integrations,L5,L5_engines,serverless_base,backend/app/hoc/cus/integrations/L5_engines/external_adapters/serverless_base.py,236,Base class for serverless adapters,,0,0,InvocationType | InvocationRequest | InvocationResult | FunctionInfo | ServerlessAdapter,5,,,,,,,,,Serverless adapter implementations,"L4, L6","L1, L2",THIS(L5),
integrations,L5,L5_engines,slack_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/slack_adapter.py,305,Slack notification adapter,,0,0,SlackAdapter,1,,,,,,async_client | base,L3:__init__,L3,"NotificationService, AlertManager","L4, L6","L1, L2",L3 → THIS(L5),
integrations,L5,L5_engines,smtp_adapter,backend/app/hoc/cus/integrations/L5_engines/external_adapters/smtp_adapter.py,259,SMTP email notification adapter,,0,0,SMTPAdapter,1,,,,,,aiosmtplib | base | email | multipart | text,L3:__init__,L3,"NotificationService, AlertManager","L4, L6","L1, L2",L3 → THIS(L5),
integrations,L5,L5_engines,sql_gateway,backend/app/hoc/cus/integrations/L5_engines/sql_gateway.py,464,Template-based SQL queries (NO raw SQL from LLM),,0,0,ParameterType | ParameterSpec | QueryTemplate | SqlGatewayConfig | SqlGatewayError | SqlInjectionAttemptError | SqlGatewayService,7,credentials,,,,,asyncpg,?:__init__ | ?:test_connectors,?,RetrievalMediator,"L5, L6","L1, L2, L3, sqlalchemy (runtime)",? → THIS(L5) → L5,
integrations,L5,L5_engines,types,backend/app/hoc/cus/integrations/L5_engines/types.py,56,Canonical Credential dataclass for connector services,,0,0,Credential,1,,,,,,,?:gateway_middleware | ?:onboarding_gate | ?:rbac_middleware | L5:__init__ | L5:protocol | L5:http_connector | L5:mcp_connector | L5:sql_gateway | ?:credential,? + L5,"http_connector.py, mcp_connector.py, sql_gateway.py","L5, L6","L1, L2, L3, sqlalchemy (runtime)",? + L5 → THIS(L5),
integrations,L5,L5_engines,vector_stores_base,backend/app/hoc/cus/integrations/L5_engines/external_adapters/vector_stores_base.py,265,Base class for vector store adapters,,0,0,VectorRecord | QueryResult | UpsertResult | DeleteResult | IndexStats | VectorStoreAdapter,6,,,,,,,,,Vector store adapter implementations,"L4, L6","L1, L2",THIS(L5),
